C.et content.tsv
Level	Esperanto	et	en-us	Grupo	Alternativoj	Pronoco
level	vibri	vibreerima	to vibrate	grupo	alternativoj	prononco
level	oksigeno	hapnikku	oxygen	grupo	alternativoj	prononco
level	aŭdaca	julge, julge, julge	audacious, bold, daring	grupo	alternativoj	prononco
level	oscedo	haigutama	yawn	grupo	alternativoj	prononco
level	brosi	harjata	to brush	grupo	alternativoj	prononco
level	pafarko	vibu	a bow	grupo	alternativoj	prononco
level	paperkrampilo	klammerdaja	a stapler	grupo	alternativoj	prononco
level	parlamentano	kongressi liige	a member of Congress	grupo	alternativoj	prononco
level	mito	müüt	a myth	grupo	alternativoj	prononco
level	kliniko	kliinik	a clinic	grupo	alternativoj	prononco
level	avantaĝo	eelis	an advantage	grupo	alternativoj	prononco
level	pensiulo	pensionär, annuiteet	a pensioner, an annuitant	grupo	alternativoj	prononco
level	procento	protsent, protsent	a percent, percentage	grupo	alternativoj	prononco
level	pordisto	uksehoidja, valvur, korrapidaja	a doorman, a guard, a janitor	grupo	alternativoj	prononco
level	dentopasto	hambapasta	a toothpaste	grupo	alternativoj	prononco
level	ministo	kaevur	a miner	grupo	alternativoj	prononco
level	kategorio	kategooria	a category	grupo	alternativoj	prononco
level	trupo	väesalk, trupp	a troop, a troupe	grupo	alternativoj	prononco
level	pulbazaro	kirbuturg	a flea market	grupo	alternativoj	prononco
level	jungi	rakmesse panema, ikke sisse panema	to harness, to yoke	grupo	alternativoj	prononco
level	kvereli	tülitsema, kaklema, kaklema	to quarrel, to wrangle, to fight	grupo	alternativoj	prononco
level	dentopikilo	hambaork	a toothpick	grupo	alternativoj	prononco
level	stacidomo	terminal, jaam	a terminal, a station	grupo	alternativoj	prononco
level	dentobroso	hambahari	a toothbrush	grupo	alternativoj	prononco
level	falsa dento	valehammas, protees	a false tooth, a denture	grupo	alternativoj	prononco
level	Rubikono	Rubicon	Rubicon	grupo	alternativoj	prononco
level	inspiri	inspireerida	to inspire	grupo	alternativoj	prononco
level	salmo	lõhe	a salmon	grupo	alternativoj	prononco
level	Sankta Nikolao	Püha Nikolaus, jõuluvana	St. Nicholas, Santa Claus	grupo	alternativoj	prononco
level	apostolo	apostel, jünger	an apostle, a disciple	grupo	alternativoj	prononco
level	satelito	satelliit	a satellite	grupo	alternativoj	prononco
level	rezoni	arutlema (loogikaga)	to reason (with logic)	grupo	alternativoj	prononco
level	savjako	päästevest	a life jacket	grupo	alternativoj	prononco
level	borso	börs, börs	a stock market, a stock exchange	grupo	alternativoj	prononco
level	sepio (dekpieda)	kalmaar	a squid	grupo	alternativoj	prononco
level	bloko	plokk	a block	grupo	alternativoj	prononco
level	siesto	siesta, uinak	a siesta, a nap	grupo	alternativoj	prononco
level	frue	vara	early	grupo	alternativoj	prononco
level	intervjuo	intervjuu	an interview	grupo	alternativoj	prononco
level	gimnazio	gümnaasium, keskkool, gümnaasium	a grammar school, a middle school, a high school	grupo	alternativoj	prononco
level	peno	pingutus	an effort	grupo	alternativoj	prononco
level	verda standardo	roheline bänner (esperanto)	a green banner (Esperanto)	grupo	alternativoj	prononco
level	mato	matt, matt	a mat, a checkmate	grupo	alternativoj	prononco
level	impulso	impulss	an impulse	grupo	alternativoj	prononco
level	vakcinado	vaktsineerimine	a vaccination	grupo	alternativoj	prononco
level	registri	registreerima, salvestama, märkima	to register, to record, to note	grupo	alternativoj	prononco
level	sonregistrilo	helisalvesti	a sound recorder	grupo	alternativoj	prononco
level	vetludanto	mängur	a gambler	grupo	alternativoj	prononco
level	palmo	palm, palmipuu	a palm, a palm tree	grupo	alternativoj	prononco
level	veturmalsano	liikumishaigus	a motion sickness	grupo	alternativoj	prononco
level	kolonelo	kolonel	a colonel	grupo	alternativoj	prononco
level	trumpeto	trompet	a trumpet	grupo	alternativoj	prononco
level	imponi	muljet avaldama	to impress	grupo	alternativoj	prononco
level	agrikulturo	põllumajandus, põllumajandus	agriculture, an agriculture	grupo	alternativoj	prononco
level	portreto	portree	a portrait	grupo	alternativoj	prononco
level	gvardio	valvur	a guard	grupo	alternativoj	prononco
level	farmisto	talunik (=terkulturisto)	a farmer (=terkulturisto)	grupo	alternativoj	prononco
level	kabano	majake, onn, onn	a cabin, a hut, a shack	grupo	alternativoj	prononco
level	ŝamano	šamaan	a shaman	grupo	alternativoj	prononco
level	deputi	asendama	to depute	grupo	alternativoj	prononco
level	muĝi	möirgama, möirgama, ulguma, möirgama	to roar, to moo, to howl, to rumble	grupo	alternativoj	prononco
level	stimuli	stimuleerida	to stimulate	grupo	alternativoj	prononco
level	kondimento	maitseaine, maitseaine	a condiment, seasoning	grupo	alternativoj	prononco
level	fliki	lappima	to patch up	grupo	alternativoj	prononco
level	apologio	vabandus	an apology	grupo	alternativoj	prononco
level	ŝoseo	suur tänav, maantee	a large streat, a highway	grupo	alternativoj	prononco
level	rimeno	rihm, vöö	a strap, a belt	grupo	alternativoj	prononco
level	peranto	agent, vahendaja, vahendaja	an agent, an intermediary, a mediator	grupo	alternativoj	prononco
level	ambicio	ambitsioon	an ambition	grupo	alternativoj	prononco
level	kraĉi	sülitama	to spit	grupo	alternativoj	prononco
level	ludo	näidend, mäng	a play, a game	grupo	alternativoj	prononco
level	cikonio	toonekurg	a stork	grupo	alternativoj	prononco
level	lokomotivo	vedur, mootor	a locomotive, an engine	grupo	alternativoj	prononco
level	volanludo	sulgpall	badminton	grupo	alternativoj	prononco
level	marioneto	marionett, nukk	a marionette, a puppet	grupo	alternativoj	prononco
level	rento	(teenimata) sissetulek, annuiteet	an (unearned) income, an annuity	grupo	alternativoj	prononco
level	atmosfero	õhkkond	atmosphere	grupo	alternativoj	prononco
level	asisti	abistada	to assist	grupo	alternativoj	prononco
level	vagonaro	rong (vagunite seeria) (=trajno)	a train (a series of wagons) (=trajno)	grupo	alternativoj	prononco
level	kegloludo	Bowling	Bowling	grupo	alternativoj	prononco
level	virga	neitsi, neitsilik	virgin, virginal	grupo	alternativoj	prononco
level	olimpikaj ludoj	() olümpiamängud	(the) Olympic Games	grupo	alternativoj	prononco
level	apokalipso	apokalüpsis	apocalypse	grupo	alternativoj	prononco
level	tirano	türann	a tyrant	grupo	alternativoj	prononco
level	regimento	rügement	a regiment	grupo	alternativoj	prononco
level	agiti	agiteerima, õhutama, kihutama	to agitate, to incite, to stir up	grupo	alternativoj	prononco
level	kanapo	diivan	a couch	grupo	alternativoj	prononco
level	pavo	paabulind	a peacock	grupo	alternativoj	prononco
level	labirinto	labürint, labürint	a labyrinth, a maze	grupo	alternativoj	prononco
level	torento	torrent	a torrent	grupo	alternativoj	prononco
level	venti	puhuma (tuul)	to blow (wind)	grupo	alternativoj	prononco
level	prognozo	prognoos, ennustus, prognoos	a prognosis, a prediction, a forecast	grupo	alternativoj	prononco
level	kontesti	vaidlustama, kahtluse alla seadma	to contest, to call into question	grupo	alternativoj	prononco
level	ventflago	tuulelipp	a wind flag	grupo	alternativoj	prononco
level	arbitra	meelevaldne	arbitrary	grupo	alternativoj	prononco
level	insidi	lõksu panema, lõksu seadma	to lay a snare, to set a trap	grupo	alternativoj	prononco
level	bronzo	pronksi	a bronze	grupo	alternativoj	prononco
level	asembleo	assamblee, maja	a assembly, a house	grupo	alternativoj	prononco
level	loto	palju, palju (loteriis)	lot, a lot (in a lottery)	grupo	alternativoj	prononco
level	anuso	anus	an anus	grupo	alternativoj	prononco
level	ventmontrilo	tuulelipp	a weather vane	grupo	alternativoj	prononco
level	konciza	ülevaatlik, lühike, lakooniline	concise, brief, laconic	grupo	alternativoj	prononco
level	bufo	kärnkonn	a toad	grupo	alternativoj	prononco
level	denunci	hukka mõista, vastu teavitama, süüdistama	to denounce, to inform against, to accuse	grupo	alternativoj	prononco
level	diabeto	diabeet	diabetes	grupo	alternativoj	prononco
level	taksio	takso	a taxi	grupo	alternativoj	prononco
level	teniso	tennis	tennis	grupo	alternativoj	prononco
level	reno	neer	a kidney	grupo	alternativoj	prononco
level	ventmuelilo	tuuleveski	a windmill	grupo	alternativoj	prononco
level	akvomuelilo	vesiveski	a water-mill	grupo	alternativoj	prononco
level	alaŭdo	lõoke, lõoke	a lark, a skylark	grupo	alternativoj	prononco
level	ŝaŭmo	vaht, vaht, mull	a foam, a froth, a bubble	grupo	alternativoj	prononco
level	kranio	kolju, kolju	a skull, a cranium	grupo	alternativoj	prononco
level	neĝi	lund sadama	to snow	grupo	alternativoj	prononco
level	dresi	taltsutama, treenima, sisse murdma	to tame, to train, to break in	grupo	alternativoj	prononco
level	grimaci	irvitama, kulmutama	to grimace, to scowl	grupo	alternativoj	prononco
level	akcio	aktsia, aktsia	a stock, a share	grupo	alternativoj	prononco
level	neĝa homo	lumemees	a snow man	grupo	alternativoj	prononco
level	kolbaso	vorsti	a sausage	grupo	alternativoj	prononco
level	aperturo	ava, ava, ava, tuulutusava	an aperture, an opening, an orifice, a vent	grupo	alternativoj	prononco
level	judo	juudi inimene	a Jewish person	grupo	alternativoj	prononco
level	malvesti (sin)	lahti riietuma (iseennast), ära panema	to undress (oneself), to put off	grupo	alternativoj	prononco
level	seminario	seminar, seminar	a seminar, seminary	grupo	alternativoj	prononco
level	sulko	soon, korts, vagu	a groove, a wrinkle, a furrow	grupo	alternativoj	prononco
level	diagnozo	diagnoos	a diagnosis	grupo	alternativoj	prononco
level	umbiliko	naba, naba, naba	a navel, a belly button, a umbilicus	grupo	alternativoj	prononco
level	grego	kari, kari	a herd, a flock	grupo	alternativoj	prononco
level	kalumnii	laimama, laimama, laimama	to calumniate, to slander, to defame	grupo	alternativoj	prononco
level	deliri	meeleheitel olema, lõhkuma, raevuma	to be delirious, to maunder, to rave	grupo	alternativoj	prononco
level	kaŭri	kükitama, kükitama, koperdama	to crouch, to squat, to cower	grupo	alternativoj	prononco
level	respektiva	vastavad	respective	grupo	alternativoj	prononco
level	vestarko	riidepuu (riided)	a hanger (cloths)	grupo	alternativoj	prononco
level	pompo	pompoos, hiilgus, väljapanek	a pomp, a splendor, a display	grupo	alternativoj	prononco
level	korniko	kapuutsiga vares	a hooded crow	grupo	alternativoj	prononco
level	vestŝranko	kapp	a closet	grupo	alternativoj	prononco
level	frivola	kergemeelne	frivolous	grupo	alternativoj	prononco
level	opero	ooperit	an opera	grupo	alternativoj	prononco
level	garni	kaunistama, tugevdama, tugevdama, kinnitama	to garnish, to reinforce, to strength, to stud	grupo	alternativoj	prononco
level	gladilo	triikrauda	an iron	grupo	alternativoj	prononco
level	jugo	ike	a yoke	grupo	alternativoj	prononco
level	beto	peet	a beet	grupo	alternativoj	prononco
level	heroldo	kuulutaja	a herald	grupo	alternativoj	prononco
level	kazerno	kasarm, sõdurite kvartal	a barrack, a soldiers' quarter	grupo	alternativoj	prononco
level	plorkrii	nuttes nutma	to cry weeping	grupo	alternativoj	prononco
level	peruko	parukas, juuksekumm	a wig, a hair-piece	grupo	alternativoj	prononco
level	intesto	soolestikku	an intestine	grupo	alternativoj	prononco
level	mobilizi	mobiliseerida	to mobilize	grupo	alternativoj	prononco
level	flagri	põlema, virvendama	to flare, to flicker	grupo	alternativoj	prononco
level	revizii	üle kordama	to revise	grupo	alternativoj	prononco
level	krizantemo	krüsanteem	a chrysanthemum	grupo	alternativoj	prononco
level	aŭtentika	autentne, ehtne	authentic, genuine	grupo	alternativoj	prononco
level	tirkesto	sahtel	a drawer	grupo	alternativoj	prononco
level	somnambulo	uneskõndija, somnambulist	a sleepwalker, a somnambulist	grupo	alternativoj	prononco
level	staturo	kasvu	a stature	grupo	alternativoj	prononco
level	manovri	manööverdada	to maneuver	grupo	alternativoj	prononco
level	bankroti	pankrotti minema, pankrotti minema	to go bankrupt, to go broke	grupo	alternativoj	prononco
level	sinsekve	järjest	consecutively	grupo	alternativoj	prononco
level	kuristo	jooksja	a runner	grupo	alternativoj	prononco
level	sorbi	imama, imama	to absorb, to soak up	grupo	alternativoj	prononco
level	vegetarano	taimetoitlane	a vegetarian person	grupo	alternativoj	prononco
level	oponi	vastu seista	to oppose	grupo	alternativoj	prononco
level	reflekti	peegeldama	to reflect	grupo	alternativoj	prononco
level	forkuri	põgenema, põgenema, põgenema	to run away, to flee, to abscond	grupo	alternativoj	prononco
level	riverenci	kummardama, ropendama, kummardama, saalama	to bow, to curtsey, to make obeisance, to saalam	grupo	alternativoj	prononco
level	lojala	lojaalne, ustav	loyal, faithful	grupo	alternativoj	prononco
level	zumi	ümisema, sumisema	to hum, to buzz	grupo	alternativoj	prononco
level	digno	väärikust	a dignity	grupo	alternativoj	prononco
level	popola	inimestest	of people	grupo	alternativoj	prononco
level	subtila	peen	subtle	grupo	alternativoj	prononco
level	bv. (~i)	palun ~	please ~	grupo	alternativoj	prononco
level	spektaklo	etendus, etendus, etendus	a spectacle, a show, a performance	grupo	alternativoj	prononco
level	etapo	lava, faas, vahepeatus	a stage, a phase, a stopover	grupo	alternativoj	prononco
level	najtingalo	ööbik	a nightingale	grupo	alternativoj	prononco
level	prezidento	(vabariigi president)	a president (of a republic)	grupo	alternativoj	prononco
level	ŝtipo	palk, puutükk	a log, a chunk of wood	grupo	alternativoj	prononco
level	vanta	edev, kergemeelne, edev	vain, frivolous, conceited	grupo	alternativoj	prononco
level	delegito	delegaat	a delegate	grupo	alternativoj	prononco
level	delegita reto	delegeeritud spetsialistide võrgustik	a network of delegated specialists	grupo	alternativoj	prononco
level	famekonata	hästi tuntud	well known	grupo	alternativoj	prononco
level	orkestro	orkester	an orchestra	grupo	alternativoj	prononco
level	nekonata	teadmata	unknown	grupo	alternativoj	prononco
level	tumulto	möll, mäss	a tumult, a riot	grupo	alternativoj	prononco
level	plando	tald (=plandumo)	a sole (=plandumo)	grupo	alternativoj	prononco
level	kirli	keerutama, segama	to whirl, to stir	grupo	alternativoj	prononco
level	bulbo	pirn	a bulb	grupo	alternativoj	prononco
level	balasto	ballast	a ballast	grupo	alternativoj	prononco
level	vakso	vaha	wax	grupo	alternativoj	prononco
level	torso	torso, pagasiruumi	a torso, a trunk	grupo	alternativoj	prononco
level	refreŝigaĵo	värskendav jook	a refreshing drink	grupo	alternativoj	prononco
level	komisaro	komissar, komissar	a commissary, a comissar	grupo	alternativoj	prononco
level	incenso	viiruk	incense	grupo	alternativoj	prononco
level	submarŝipo	allveelaev, allveelaev	submarine, a submarine	grupo	alternativoj	prononco
level	proleto	proletaarlane (=proletario)	a proletarian (=proletario)	grupo	alternativoj	prononco
level	spado	rapiir, mõõk, väike mõõk	a rapier, a sword, a small sword	grupo	alternativoj	prononco
level	veluro	samet	a velvet	grupo	alternativoj	prononco
level	inspektoro	inspektor, ülevaataja, vaataja	an inspector, an overseer, a viewer	grupo	alternativoj	prononco
level	optimismo	optimism	an optimism	grupo	alternativoj	prononco
level	velŝipo	purjekas	a sailboat	grupo	alternativoj	prononco
level	kristo	Kristus	Christ	grupo	alternativoj	prononco
level	ĝermo	idu	a germ	grupo	alternativoj	prononco
level	desegnado	joonistamine, kujundamine	drawing, designing	grupo	alternativoj	prononco
level	civilizacio	tsivilisatsioon	a civilization	grupo	alternativoj	prononco
level	frako	frakk, dressikas	a tailcoat, a dress coat	grupo	alternativoj	prononco
level	brakhorloĝo	käekell	a wrist watch	grupo	alternativoj	prononco
level	provoki	provotseerima, õhutama, vaidlustama	to provoke, to incite, to challenge	grupo	alternativoj	prononco
level	akrido	rohutirts, akriidium, jaaniuss	a grasshopper, an acridium, a locust	grupo	alternativoj	prononco
level	biografio	elulugu	biography	grupo	alternativoj	prononco
level	elfo	päkapikk	an elf	grupo	alternativoj	prononco
level	pedanta	pedantne	pedantic	grupo	alternativoj	prononco
level	halthorloĝo	stopper	a stop watch	grupo	alternativoj	prononco
level	cikatro	arm, cicatrice	a scar, a cicatrice	grupo	alternativoj	prononco
level	anticipi	ette näha, ette mõelda	to anticipate, to think ahead	grupo	alternativoj	prononco
level	franco	prantslane	a Frenchman	grupo	alternativoj	prononco
level	vampiro	vampiir	a vampire	grupo	alternativoj	prononco
level	kolizii	kokku põrkama, otsa sõitma, kokku põrkama	to collide with, to run into, to clash	grupo	alternativoj	prononco
level	luko	katuseaken, illuminaator, siiber	a skylight, a porthole, a louver	grupo	alternativoj	prononco
level	vekhorloĝo	äratuskell (ärkvel)	an alarm clock (waking)	grupo	alternativoj	prononco
level	sigeli	pitseerima, tembeldama, märgistama	to seal, to stamp, to mark	grupo	alternativoj	prononco
level	aveno	kaer	oats	grupo	alternativoj	prononco
level	primitiva	primitiivne	primitive	grupo	alternativoj	prononco
