A.ta content.tsv
Level	Esperanto	ta	en-us	Grupo	Alternativoj	Pronoco
level	kaj geamikoj	மற்றும் நண்பர்கள்	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	தயவு செய்து ~	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	கொஞ்சம் உதவ முடியுமா?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	சிறிது நேரம்	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	சிறிது நேரம் தேடுங்கள்	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	உங்கள் அறையை ஒழுங்கமைக்க	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	குறைந்தபட்சம் உங்கள் அறையை ஒழுங்கமைக்க	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	நான் விரும்புகிறேன் ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	நான் ஏதாவது சமைக்க விரும்புகிறேன்	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	ஏதாவது நல்லது	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	நல்லதை சமைக்க	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	பிறந்தநாள் கேக்கிற்கு	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	பால் பற்றாக்குறை உள்ளது	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	வீட்டில்	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	~ வாங்குவது அவசியம்	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	சில உணவு	some food	grupo	alternativoj	prononco
level	el vendejo	ஒரு கடையில் இருந்து	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	ஒரு மறைவிடத்திலிருந்து சிறிது உணவைப் பெற	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	நான் ஷாப்பிங் செய்வேன்	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	பிறந்தநாளுக்கு	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	உட்கார்ந்து சாப்பிடுவதற்கு பதிலாக	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	சுவாரஸ்யமான மக்கள்	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	ஆர்வமற்ற குடும்ப உறுப்பினர்களுடன்	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	நான் சுற்றுலா செல்ல விரும்புகிறேன்	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	கிளப் உறுப்பினர்களுடன்	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	எந்த கிளப் உறுப்பினர்களுடன்?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	என்றார் தந்தை	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	சில வகையான காகிதங்கள், சில வகையான காகிதங்கள்	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	ஒரு பெட்டியில்	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	ஒரு காகிதத் தொட்டியில்	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	காகிதத் தொட்டியில் காகிதங்களை வீசினார்	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	காகிதத் தொட்டியில் சில காகிதங்களை எறிந்தார்	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	நாளை அதிகாலை	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	எனது விளையாட்டுக் கழக உறுப்பினர்கள்	members of my sports club	grupo	alternativoj	prononco
level	kara mia	என் அன்பே	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	அது சரியா?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	நீங்கள் இல்லாமல் இருக்க வேண்டும்	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	இல்லையா ~ ?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	உங்கள் சக கிளப் உறுப்பினர்கள்	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	உங்கள் சக கிளப் உறுப்பினர்களுடன் ஒருவரை ஒருவர் பார்க்கிறார்	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	வாரத்துக்கு மூன்று முறை	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	நான் ~?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	எதையாவது முன்மொழிய உரிமை உண்டு	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	குடும்ப உறுப்பினர்களுடன் சாப்பிடுவேன்	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	ஆனால் இரண்டாம் பாகத்தில்	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	நான் என் நண்பர்களுடன் செல்வேன்	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	~ பற்றி பேசுவார்கள்	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	ஒரு தோல்வியுற்ற இயக்கி	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	தோல்வியுற்ற இயக்கத்தைப் பற்றி நிச்சயமாக பேசுவார்	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	கேக் பிறகு	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	எனக்கு அது இனி வேண்டாம்	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	என்று கேட்க விரும்புகிறார்	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	ஏன் நம்மிடம் இல்லை ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	ஒரு யோசனை நிறைந்த மாமா	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	பணக்கார மாமாவுக்கு ஏதோ யோசனை இருக்கிறது	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	என் குடும்பத்தில்	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	அம்மா சிரித்தாள்	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	அவரது வார்த்தைகளில்	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	அது அவளுக்குத் தெரியும் ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	கொஞ்சம் அதிகமாக பேசுகிறார்	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	அது மட்டும் போதாது ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	யோசனைகளின் செல்வம்	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ என்பதும் தேவை	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	அதைச் செய்ய ஒரு முழு பணப்பை	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	அம்மா தொடர்ந்தாள் ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	சிறிது மௌனத்திற்கு பிறகு	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	சில நிமிடங்களுக்கு முன்பு	a few minutes ago	grupo	alternativoj	prononco
