B.mr content.tsv
Level	Esperanto	mr	en-us	Grupo	Alternativoj	Pronoco
level	oficialaj instancoj kiel UNESKO	युनेस्को सारख्या अधिकृत संस्था	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	अधिकृत संस्थांमध्ये प्रतिनिधित्व	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	आम्ही देखील प्रतिनिधित्व केले आहे	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	विविध संस्थांमध्ये प्रतिनिधित्व केले जाते	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	युरोपियन युथ फोरम, युनेस्को सारख्या संस्था	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	संयुक्त राष्ट्रांचा युवा विभाग	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	युनेस्को आणि यूएन चे युवा विभाग यासारख्या विविध संस्था	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	युनेस्को आणि युनायटेड नेशन्सचा युवा विभाग	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	युरोपियन युथ फोरम आणि यूएनचा युवा विभाग	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	मनोरंजक वाटते	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	एक पान, ब्राउझ करण्यासाठी, वारा, पंखा, एस्पेरांतो, एस्पेरांतोचा आनंद घेण्यासाठी	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	माझ्यासाठी एस्पेरांतो बोलणे पुरेसे आहे	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	एक किंवा दोन आठवडे एस्पेरांतोचा आनंद घेण्यासाठी	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	वर्षातून एक किंवा दोन आठवडे	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	तथापि, ते माझ्यासाठी पुरेसे आहे	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	होय, एखाद्याने शोधले पाहिजे ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	शिल्लक शोधण्यासाठी	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	प्रत्येकाने स्वतःचा तोल शोधला पाहिजे	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	मला ते खूप जास्त वाटत आहे	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	आत्ता मला वाटत आहे	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	मला असे वाटते ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	खूप आहेत असे वाटते ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	माझ्या आयुष्यात खूप एस्पेरांतो	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	माझ्या आयुष्यात खूप एस्पेरांतो आहे	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	तुम्ही सदस्य आहात का?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	तुम्ही संस्थेचे सदस्य आहात का?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	इतर काही संस्थेचा सदस्य	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	खरोखर एक संस्था नाही, परंतु ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	पण मी गिटार वाजवतो	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	बँडमध्ये गिटार वाजवतो	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	छान! मला खरच आवडलं	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	मला गाणे आवडते	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	गाणे खूप आवडते	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	तुम्ही कोणत्या प्रकारचे संगीत वाजवता?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	बरं, हे साधे पॉप आहे	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	आम्ही नुकताच बँड सुरू केला	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	पण शेवटी आम्ही खेळू	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	आम्ही IJK दरम्यान खेळलो	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	पुढील IJK दरम्यान खेळेल	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	मी आधीच त्याची वाट पाहत आहे!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	गरज असेल तर सांगा ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	काही बॅकअप गायकाची गरज आहे	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	जर तुम्हाला बॅकअप सिंगरची गरज असेल	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	का नाही? कदाचित तुम्हाला हवे असेल ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	तुला आता काहीतरी गाण्याची इच्छा आहे	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	मी गिटार वाजवू शकतो	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	तुला गाण्याची इच्छा आहे आणि मी वाजवू शकतो	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	आता काहीतरी गाणे आणि गिटार वाजवणे	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	होय, मला ते आवडेल	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	माझी गिटार आणण्यासाठी	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	माझी गिटार लगेच आणीन	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	खूप छान, मी गिटार घेऊन येईन	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	मी लगेच माझी गिटार घेऊन येईन	I'll bring my guitar right away	grupo	alternativoj	prononco
