C.it content.tsv
Level	Esperanto	it	en-us	Grupo	Alternativoj	Pronoco
level	parfumo	un profumo	a perfume	grupo	alternativoj	prononco
level	margarino	margarina	margarine	grupo	alternativoj	prononco
level	ripo	una costola (osso)	a rib (bone)	grupo	alternativoj	prononco
level	rulŝtuparo	una scala mobile	an escalator	grupo	alternativoj	prononco
level	kostumo	costume, outfit, stile di abbigliamento	costume, outfit, style of dress	grupo	alternativoj	prononco
level	pulmo	un polmone	a lung	grupo	alternativoj	prononco
level	infinitivo	infinito	infinitive	grupo	alternativoj	prononco
level	segilo	una sega, seghe	a saw, saws	grupo	alternativoj	prononco
level	prozo	una prosa	a prose	grupo	alternativoj	prononco
level	mekanismo	dispositivo, un meccanismo	device, a mechanism	grupo	alternativoj	prononco
level	skanilo	uno scanner	a scanner	grupo	alternativoj	prononco
level	benzino	benzina, benzina	gasoline, petrol	grupo	alternativoj	prononco
level	plumbo	piombo)	lead (metal)	grupo	alternativoj	prononco
level	leki	leccare	to lick	grupo	alternativoj	prononco
level	akuzi	accusare	to accuse	grupo	alternativoj	prononco
level	redakti	modificare	to edit	grupo	alternativoj	prononco
level	ŝraŭbo	una vite	a screw	grupo	alternativoj	prononco
level	komo	una virgola	a comma	grupo	alternativoj	prononco
level	surdulo	un sordo	a deaf	grupo	alternativoj	prononco
level	konduktoro	un conduttore	a conductor	grupo	alternativoj	prononco
level	kreto	un gesso	a chalk	grupo	alternativoj	prononco
level	eklezio	una chiesa (organizzazione)	a church (organization)	grupo	alternativoj	prononco
level	protagonisto	un protagonista	a protagonist	grupo	alternativoj	prononco
level	Eŭropo	Europa	europe	grupo	alternativoj	prononco
level	tajfuno	un tifone	a typhoon	grupo	alternativoj	prononco
level	sentimentala	sentimentale	sentimental	grupo	alternativoj	prononco
level	korko	un tappo, un tappo	a cork, a stopper	grupo	alternativoj	prononco
level	stampo	un timbro, un sigillo, un contrassegno	a stamp, a seal, a mark	grupo	alternativoj	prononco
level	olivo	un'oliva	an olive	grupo	alternativoj	prononco
level	kazino	un casinò	a casino	grupo	alternativoj	prononco
level	terno	uno starnuto	a sneeze	grupo	alternativoj	prononco
level	barikado	una barricata	a barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	un terremoto	an earthquake	grupo	alternativoj	prononco
level	telegramo	un telegramma	a telegram	grupo	alternativoj	prononco
level	prononci	pronunciare	to pronounce	grupo	alternativoj	prononco
level	tornado	un tornado	a tornado	grupo	alternativoj	prononco
level	objektiva	obbiettivo	objective	grupo	alternativoj	prononco
level	drapo	un panno di lana, un panno	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	una forbicina per le unghie	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	un aspirapolvere (=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	perire	to perish	grupo	alternativoj	prononco
level	afranki	pagare in anticipo (affrancatura), apporre francobolli	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	cullare, cullare, cullare	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	un vaccino	a vaccine	grupo	alternativoj	prononco
level	gorilo	un gorilla	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	un'agenzia di viaggi	a travel agency	grupo	alternativoj	prononco
level	patrono	un mecenate	a patron	grupo	alternativoj	prononco
level	abstini	astenersi	to abstain	grupo	alternativoj	prononco
level	bulvardo	un viale	a boulevard	grupo	alternativoj	prononco
level	portalo	un portale, una porta	a portal, a gateway	grupo	alternativoj	prononco
level	ŝarĝoaŭto	Un camion	a truck	grupo	alternativoj	prononco
level	vito	una vite, una vite	a grapevine, a vine	grupo	alternativoj	prononco
level	teleskopo	un telescopio	a telescope	grupo	alternativoj	prononco
level	apliki	applicare	to apply	grupo	alternativoj	prononco
level	cemento	cemento	cement	grupo	alternativoj	prononco
level	pedagogio	pedagogia	pedagogy	grupo	alternativoj	prononco
level	albumo	un album	an album	grupo	alternativoj	prononco
level	aserti	asserire, affermare, affermare	to assert, to state, to affirm	grupo	alternativoj	prononco
level	akordi	accordarsi	to accord	grupo	alternativoj	prononco
level	fulgo	una fuliggine, una sporcizia	a soot, a grime	grupo	alternativoj	prononco
level	adapti	adattare, adattare, adattare, adattare	to adapt, to adjust, to accommodate, to fit	grupo	alternativoj	prononco
level	liveri	fornire, fornire, consegnare	to furnish, to supply, to deliver	grupo	alternativoj	prononco
level	argumento	un argomento	an argument	grupo	alternativoj	prononco
level	frizi	arricciare, crespo	to curl, to frizz	grupo	alternativoj	prononco
level	deficito	un deficit	a deficit	grupo	alternativoj	prononco
level	blato	uno scarafaggio, un chip	a cockroach, a chip	grupo	alternativoj	prononco
level	recepto	una ricetta, una ricetta	a recipe, a prescription	grupo	alternativoj	prononco
level	kitelo	un grembiule, un vestito, una tuta, una garbadine	a smock, a frock, an overalls, a garbadine	grupo	alternativoj	prononco
level	ciklono	un ciclone	a cyclone	grupo	alternativoj	prononco
level	reformi	riformare	to reform	grupo	alternativoj	prononco
level	pulvo	polvere, polvere da sparo	powder, gunpowder	grupo	alternativoj	prononco
level	ŝpruci	zampillare, zampillare, zampillare	to spurt, to gush, to spurt out	grupo	alternativoj	prononco
level	kukolo	un cuculo	a cuckoo	grupo	alternativoj	prononco
level	ŝanceli	tremare, vacillare	to shake, to totter	grupo	alternativoj	prononco
level	rekordo	un record (sport)	a record (sport)	grupo	alternativoj	prononco
level	florpetalo	un petalo di fiore	a flower petal	grupo	alternativoj	prononco
level	kosmo	cosmo, spazio (esterno), universo	cosmos, (outer) space, universe	grupo	alternativoj	prononco
level	ĉeko	un assegno, un assegno	a checque, a check	grupo	alternativoj	prononco
level	konsumi	consumare, esaurire	to consume, to use up	grupo	alternativoj	prononco
level	lameno	una lamina, una placca, uno strato	a lamina, a plate, a layer	grupo	alternativoj	prononco
level	erotika	erotico	erotic	grupo	alternativoj	prononco
level	peniko	un pennello (arte)	a brush (art)	grupo	alternativoj	prononco
level	spuro	una traccia, una traccia, una traccia	a track, a trail, a trace	grupo	alternativoj	prononco
level	rigida	rigido, rigido	rigid, stiff	grupo	alternativoj	prononco
level	pleto	un vassoio	a tray	grupo	alternativoj	prononco
level	ignori	ignorare	to ignore	grupo	alternativoj	prononco
level	Volapuko (Volapǖko)	Volapuk	Volapuk	grupo	alternativoj	prononco
level	frazo	una frase	a sentence	grupo	alternativoj	prononco
level	bruto	un bruto, un animale da fattoria, una bestia	a brute, a farm animal, a beast	grupo	alternativoj	prononco
level	gladi	stirare (vestiti)	to iron (clothes)	grupo	alternativoj	prononco
level	kalsono	una biancheria intima, mutande, pantaloncini	an underwear, underpants, shorts	grupo	alternativoj	prononco
level	aktoro	un attore	an actor	grupo	alternativoj	prononco
level	valida	valido	valid	grupo	alternativoj	prononco
level	ruso	un russo	a Russian	grupo	alternativoj	prononco
level	glita	planante, scivoloso	gliding, slippery	grupo	alternativoj	prononco
level	fantazio	una fantasia	a fantasy	grupo	alternativoj	prononco
level	ŝargi	caricare, caricare	to load, to charge	grupo	alternativoj	prononco
level	saŭco	una salsa, un sugo	a sauce, a gravy	grupo	alternativoj	prononco
level	verto	una corona, in cima alla testa	a crown, top of the head	grupo	alternativoj	prononco
level	enketi	fare un'indagine, indagare, investigare	to make an inquiry, to survey, to investigate	grupo	alternativoj	prononco
level	ateisto	un ateo	an atheist	grupo	alternativoj	prononco
level	insigno	un tesserino	a badge	grupo	alternativoj	prononco
level	trudi	imporre, forzare	to impose, to force	grupo	alternativoj	prononco
level	skemo	uno schema	a scheme	grupo	alternativoj	prononco
level	kalva	calvo, nudo, testardo, senza cuore	bald, bare, bold-headed, hearless	grupo	alternativoj	prononco
level	germano	un tedesco	a German	grupo	alternativoj	prononco
level	orto	un angolo retto	a right angle	grupo	alternativoj	prononco
level	avizo	un avvertimento, un avviso	a warning, a notice	grupo	alternativoj	prononco
level	fronto	fronte, facciata	front, frontage	grupo	alternativoj	prononco
level	lernolibro	un libro di testo	a textbook	grupo	alternativoj	prononco
level	glavo	una spada	a sword	grupo	alternativoj	prononco
level	konservativa	conservatore	conservative	grupo	alternativoj	prononco
level	Usono	Stati Uniti d'America	USA	grupo	alternativoj	prononco
level	ankro	un'ancora	an anchor	grupo	alternativoj	prononco
level	analizo	un'analisi	an analysis	grupo	alternativoj	prononco
level	flustri	sussurrare	to whisper	grupo	alternativoj	prononco
level	asigno	Incarico	assignment	grupo	alternativoj	prononco
level	konservatorio	un conservatorio (scuola di musica)	a conservatory (music school)	grupo	alternativoj	prononco
level	aŭtoro	un autore	an author	grupo	alternativoj	prononco
level	poligloto	un poliglotta	a polyglot	grupo	alternativoj	prononco
level	absoluta	assoluto	absolute	grupo	alternativoj	prononco
level	lukti	lottare, lottare	to wrestle, to struggle	grupo	alternativoj	prononco
level	inciti	incitare, agitare, favorire, provocare	to incite, to stir, to abet, to provoke	grupo	alternativoj	prononco
level	prezervi	conservare	to preserve	grupo	alternativoj	prononco
level	mencii	menzionare	to mention	grupo	alternativoj	prononco
level	anglo	un inglese	an Englishman	grupo	alternativoj	prononco
level	Bulonjo	Boulogne (città)	Boulogne (city)	grupo	alternativoj	prononco
level	interesa	interessante	interesting	grupo	alternativoj	prononco
level	interese	interessante	interestingly	grupo	alternativoj	prononco
level	meĥanismo	un meccanismo	a mechanism	grupo	alternativoj	prononco
level	hazardo	un incidente, una possibilità	an accident, a chance	grupo	alternativoj	prononco
level	neologismo	neologismo	neologism	grupo	alternativoj	prononco
level	Grekio (Greklando)	Grecia	Greece	grupo	alternativoj	prononco
level	Araba	Arabo	Arabic	grupo	alternativoj	prononco
level	palpi	sentire, palpare	to feel, to grope	grupo	alternativoj	prononco
level	sinjorino	una signora, una signora	a lady, a madam	grupo	alternativoj	prononco
level	neŭtra	neutro (=neŭtrala)	neutral (=neŭtrala)	grupo	alternativoj	prononco
level	Afriko	Africa	Africa	grupo	alternativoj	prononco
level	korvo	un corvo, un corvo	a crow, a raven	grupo	alternativoj	prononco
level	Ameriko	L'America, le Americhe	America, the Americas	grupo	alternativoj	prononco
level	ezoko	un luccio (in un lago), un jack	a pike (in a lake), a jack	grupo	alternativoj	prononco
level	sago	una freccia, una sagitta	a arrow, a sagitta	grupo	alternativoj	prononco
level	ĉino	un cinese	a Chinese	grupo	alternativoj	prononco
level	sendube	senza dubbio, indubbiamente	with no doubt, undoubtedly	grupo	alternativoj	prononco
level	Azio	Asia	Asia	grupo	alternativoj	prononco
level	senkonfide	senza fiducia, senza fiducia	without trusting, without confidence	grupo	alternativoj	prononco
level	ekposedi	possedere	to possess	grupo	alternativoj	prononco
level	senfare	senza fare	without doing	grupo	alternativoj	prononco
level	amara	amaro	bitter	grupo	alternativoj	prononco
level	ministro	un ministro	a minister	grupo	alternativoj	prononco
level	parlamento	parlamento, un parlamento	parliament, a parliament	grupo	alternativoj	prononco
level	Berlino	Berlino	Berlin	grupo	alternativoj	prononco
level	unuafoje	per la prima volta	for the first time	grupo	alternativoj	prononco
level	asimili	assimilare	to assimilate	grupo	alternativoj	prononco
level	preskribi	prescrivere, stipulare	to prescribe, to stipulate	grupo	alternativoj	prononco
level	belgo	un belga	a Belgian	grupo	alternativoj	prononco
level	koncepto	un concetto	a concept	grupo	alternativoj	prononco
level	jubileo	un giubileo	a jubilee	grupo	alternativoj	prononco
level	Brazilo	Brasile	Brazil	grupo	alternativoj	prononco
level	sociala	sociale	social	grupo	alternativoj	prononco
level	perlo	una perla	a pearl	grupo	alternativoj	prononco
level	kvarfoje	quattro volte	four times	grupo	alternativoj	prononco
level	aresti	arrestare	to arrest	grupo	alternativoj	prononco
level	Alpoj	Alpi	Alps	grupo	alternativoj	prononco
level	eliri	partire, uscire, uscire	to leave, to go out, to exit	grupo	alternativoj	prononco
level	enveni	entrare, entrare	to come in, to enter	grupo	alternativoj	prononco
level	hodiaŭa	di oggi, attuale, presente	of today, present-day, present	grupo	alternativoj	prononco
level	balo	un ballo, un ballo	a ball, a dance	grupo	alternativoj	prononco
level	plasto	una plastica	a plastic	grupo	alternativoj	prononco
level	fakultato	facoltà, una facoltà	faculty, a faculty	grupo	alternativoj	prononco
level	forĵeti	buttare via, scartare	to throw away, to discard	grupo	alternativoj	prononco
level	japano	una persona giapponese	a Japanese person	grupo	alternativoj	prononco
level	forlasi	lasciare, abbandonare, trascurare, lasciare	to leave, to abandon, to neglect, to quit	grupo	alternativoj	prononco
level	civito	cittadinanza, sistema politico, città-stato	citizenry, polity, city state	grupo	alternativoj	prononco
level	foresto	assenza	absence	grupo	alternativoj	prononco
level	sekura	sicuro, salvo	secure, safe	grupo	alternativoj	prononco
level	Anglio	Inghilterra	England	grupo	alternativoj	prononco
level	Britio	Regno Unito	United Kingdom	grupo	alternativoj	prononco
level	brita	Britannico	British	grupo	alternativoj	prononco
level	Aŭstrio	Austria	Austria	grupo	alternativoj	prononco
level	mallonga	breve, breve	short, brief	grupo	alternativoj	prononco
level	delegacio	delegazione, una delegazione	delegation, a delegation	grupo	alternativoj	prononco
level	biblio	Bibbia	Bible	grupo	alternativoj	prononco
level	magio	una magia	a magic	grupo	alternativoj	prononco
level	provinco	una provincia	a province	grupo	alternativoj	prononco
level	sonori	suonare, suonare	to ring, to clang	grupo	alternativoj	prononco
level	milito	una guerra	a war	grupo	alternativoj	prononco
level	lado	lamiera, stagno, banda stagnata	sheet metal, tin, tin plate	grupo	alternativoj	prononco
level	kelnerino	una cameriera, un barmid	a waitress, a barmid	grupo	alternativoj	prononco
level	aludi	alludere, accennare	to allude, to hint	grupo	alternativoj	prononco
level	okazo	un'occasione, un avvenimento, un caso, un avvenimento	an occasion, a happening, a case, an event	grupo	alternativoj	prononco
level	Italio	Italia	Italy	grupo	alternativoj	prononco
level	he!	eh! EHI!	eh! hey!	grupo	alternativoj	prononco
level	disponi	avere a disposizione	to have at one's disposal	grupo	alternativoj	prononco
level	indonezio	Indonesia	Indonesia	grupo	alternativoj	prononco
level	duŝi	fare la doccia	to shower	grupo	alternativoj	prononco
level	cenzuro	una censura, censura	a censorship, censor	grupo	alternativoj	prononco
level	Hindio	India (=Barato)	India (=Barato)	grupo	alternativoj	prononco
level	baloti	votare	to vote	grupo	alternativoj	prononco
level	noktomezo	una mezzanotte	a midnight	grupo	alternativoj	prononco
level	travojaĝi	per visitare ~	to tour through ~	grupo	alternativoj	prononco
level	tranokti	passare una notte, trascorrere una notte	to pass a night through, to spend a night	grupo	alternativoj	prononco
level	matematiko	matematica	mathematics	grupo	alternativoj	prononco
level	revolucii	rivoluzionare	to revolutionize	grupo	alternativoj	prononco
level	tralegi	leggere, sfogliare	to read through, to browse	grupo	alternativoj	prononco
level	kamelio	una camelia	a camellia	grupo	alternativoj	prononco
level	Germanio	Germania	Germany	grupo	alternativoj	prononco
level	traleginte	dopo aver letto	after reading through	grupo	alternativoj	prononco
level	ĉinio	Cina	China	grupo	alternativoj	prononco
level	viktimo	una vittima	a victim	grupo	alternativoj	prononco
level	ĉina	Cinese	Chinese	grupo	alternativoj	prononco
level	alkutimiĝi	abituarsi, prendere un'abitudine	to become accustomed to, to get a habbit	grupo	alternativoj	prononco
