C.no content.tsv
Level	Esperanto	no	en-us	Grupo	Alternativoj	Pronoco
level	stano	tinn (metall)	tin (metal)	grupo	alternativoj	prononco
level	murpentraĵo	et veggmaleri (maleri), et veggmaleri	a mural (painting), a wall painting	grupo	alternativoj	prononco
level	Nederlando	Nederland	Netherlands	grupo	alternativoj	prononco
level	nederlanda	nederlandsk	Dutch	grupo	alternativoj	prononco
level	nederlandano	en nederlandsk	a Dutch	grupo	alternativoj	prononco
level	Norvegio	Norge	Norway	grupo	alternativoj	prononco
level	Danio	Danmark	Denmark	grupo	alternativoj	prononco
level	modifi	å modifisere	to modify	grupo	alternativoj	prononco
level	apogmuro	en støttevegg	a supporting wall	grupo	alternativoj	prononco
level	Barcelono	Barcelona	Barcelona	grupo	alternativoj	prononco
level	kompanio	et selskap	a company	grupo	alternativoj	prononco
level	eŭro	euro	euro	grupo	alternativoj	prononco
level	persisti	å vedvare, forbli	to persist, to abide	grupo	alternativoj	prononco
level	pantoflo	en tøffel	a slipper	grupo	alternativoj	prononco
level	balkanoj	Balkan	Balkans	grupo	alternativoj	prononco
level	italo	en italiener	an Italian	grupo	alternativoj	prononco
level	Bulgario	Bulgaria	Bulgaria	grupo	alternativoj	prononco
level	korekti	å rette	to correct	grupo	alternativoj	prononco
level	Brazilio	Brasilia	Brasilia	grupo	alternativoj	prononco
level	maksimumo	maksimum	maximum	grupo	alternativoj	prononco
level	lupeo (grandiga vitro)	et forstørrelsesglass (forstørrelsesglass)	a magnifying glass (magnifying glass)	grupo	alternativoj	prononco
level	gento	en etnisk gruppe, slekt, familie, en rase, mennesker	an ethnic group, kin, family, a race, people	grupo	alternativoj	prononco
level	sunvitroj	solbriller	sunglasses	grupo	alternativoj	prononco
level	Svedio	Sverige	Sweden	grupo	alternativoj	prononco
level	kartono	en papp	a cardboard	grupo	alternativoj	prononco
level	damo	ei dame	a lady	grupo	alternativoj	prononco
level	struto	en struts	an ostrich	grupo	alternativoj	prononco
level	haringo	en sild	a herring	grupo	alternativoj	prononco
level	materio	et metrial, en sak	a meterial, a matter	grupo	alternativoj	prononco
level	girlando	en krans, en krans	a garland, a wreath	grupo	alternativoj	prononco
level	Irlando	Irland	Ireland	grupo	alternativoj	prononco
level	sunbaniĝi	å sole seg, å sole seg	to sunbathe, to suntane	grupo	alternativoj	prononco
level	kulto	en kult (av religiøs tilbedelse)	a cult (of religious worship)	grupo	alternativoj	prononco
level	sunombrelo	en parasoll	a parasol	grupo	alternativoj	prononco
level	suna sistemo	et solsystem	a solar system	grupo	alternativoj	prononco
level	heĝo	en hekk	a hedge	grupo	alternativoj	prononco
level	adori	å tilbe, å tilbe	to adore, to worship	grupo	alternativoj	prononco
level	pluvombrelo	en regnparaply	a rain umbrella	grupo	alternativoj	prononco
level	fazeolo	en bønne, en haricotbønne, en løpebønne	a bean, a haricot bean, a runner bean	grupo	alternativoj	prononco
level	deklamo	resitasjon, erklæring	reciting, declamation	grupo	alternativoj	prononco
level	maleolo	en ankel, en malleolus	an ankle, a malleolus	grupo	alternativoj	prononco
level	instanco	en instans, en domstol, en jurisdiksjon	an instance, a court, a jurisdiction	grupo	alternativoj	prononco
level	digesti	å fordøye	to digest	grupo	alternativoj	prononco
level	irano	Iran	Iran	grupo	alternativoj	prononco
level	pluvmantelo	en regnfrakk	a raincoat	grupo	alternativoj	prononco
level	kompensi	å kompensere, å gjøre opp for	to compensate, to make amends for	grupo	alternativoj	prononco
level	traktato	en traktat, en pakke, en avhandling	a treaty, a packt, a treatise	grupo	alternativoj	prononco
level	akordo	en akkord, en avtale, en akkord	an accord, an agreement, a chord	grupo	alternativoj	prononco
level	pluvego	et kraftig regn, regn	a heavy rain, downpour	grupo	alternativoj	prononco
level	uniformo	en uniform	a uniform	grupo	alternativoj	prononco
level	venĝi	å hevne, å hevne	to revenge, to avenge	grupo	alternativoj	prononco
level	ekpluvo	en dusj, begynner å regne	a shower, starting to rain	grupo	alternativoj	prononco
level	higieno	hygiene	hygiene	grupo	alternativoj	prononco
level	sekci	å kutte, å krysse, å dissekere	to cut, to intersect, to dissect	grupo	alternativoj	prononco
level	karno	kjøtt, kjøtt	flesh, meat	grupo	alternativoj	prononco
level	pudro	et pulver	a powder	grupo	alternativoj	prononco
level	rilato	forhold, forhold	relationship, relation	grupo	alternativoj	prononco
level	fripono	en skurk, en slyngel, en kjeltring, en svindler	a rogue, a rascal, a crook, a swindler	grupo	alternativoj	prononco
level	greko	en gresk person	a Greek person	grupo	alternativoj	prononco
level	ekvatoro	Ekvator	Equator	grupo	alternativoj	prononco
level	kruciĝvojo	en tverrvei	a cross road	grupo	alternativoj	prononco
level	pekli	å sylte, til mais (i salt)	to pickle, to corn (in salt)	grupo	alternativoj	prononco
level	proverbo	et ordtak	a proverb	grupo	alternativoj	prononco
level	neglekti	å neglisjere	to neglect	grupo	alternativoj	prononco
level	kafkruĉo	en kaffekanne	a coffee pot	grupo	alternativoj	prononco
level	ansero	en gås	a goose	grupo	alternativoj	prononco
level	raŭpo	en larve	a caterpillar	grupo	alternativoj	prononco
level	buĉi	å slaktere, å slakte	to butcher, to slaughter	grupo	alternativoj	prononco
level	italia	Italia	italia	grupo	alternativoj	prononco
level	vojponto	en veibro	a road bridge	grupo	alternativoj	prononco
level	Japanio	Japan	Japan	grupo	alternativoj	prononco
level	japana	japansk	Japanese	grupo	alternativoj	prononco
level	pontlingvo	et brospråk	a bridge language	grupo	alternativoj	prononco
level	redukti	å redusere	to reduce	grupo	alternativoj	prononco
level	cinamo	en kanel	a cinnamon	grupo	alternativoj	prononco
level	oceano	et hav	an ocean	grupo	alternativoj	prononco
level	multipliki	å formere seg	to multiply	grupo	alternativoj	prononco
level	doto	en medgift	a dowry	grupo	alternativoj	prononco
level	paŭzo	en pause, en pause, en pause	a pause, a break, an intermission	grupo	alternativoj	prononco
level	kaskedo	en hette (med visir)	a cap (with visor)	grupo	alternativoj	prononco
level	konversacii	å samtale, å snakke, til dialog	to converse, to talk, to dialogue	grupo	alternativoj	prononco
level	kafopaŭzo	en kaffepause	a coffee break	grupo	alternativoj	prononco
level	konkreta	betong	concrete	grupo	alternativoj	prononco
level	eskapi	å rømme, å flykte	to escape, to flee	grupo	alternativoj	prononco
level	logiko	en logikk	a logic	grupo	alternativoj	prononco
level	spiti	å trosse, å trosse, å stå imot	to spite, to defy, to stand against	grupo	alternativoj	prononco
level	antaŭsento	forventning, å ha en følelse, innlevelse	anticipation, having a feeling, presentiment	grupo	alternativoj	prononco
level	antaŭurbo	en forstad	a suburb	grupo	alternativoj	prononco
level	kakto	en kaktus	a cactus	grupo	alternativoj	prononco
level	satiro	en satire	a satire	grupo	alternativoj	prononco
level	urbodomo	et rådhus, et rådhus	a city hall, a town hall	grupo	alternativoj	prononco
level	dimensio	en dimensjon, størrelse	a dimension, size	grupo	alternativoj	prononco
level	obstina	gjenstridig, sta	obstinate, stubborn	grupo	alternativoj	prononco
level	motivo	et motiv, en motivasjon	a motive, a motivation	grupo	alternativoj	prononco
level	urbego	en storby	a big city	grupo	alternativoj	prononco
level	bleki	å brøle, å brøle, å moo, å nabo, å brøle	to bleat, to bray, to moo, to neigh, to roar	grupo	alternativoj	prononco
level	civila	sivil, sivil, ikke-militær	civil, civilian, non-military	grupo	alternativoj	prononco
level	norvego	en norsk person	a Norwegian person	grupo	alternativoj	prononco
level	indigni	å være indignert, å mislike	to be indignant, to resent	grupo	alternativoj	prononco
level	simbolo	et symbol	a symbol	grupo	alternativoj	prononco
level	genro	et kjønn	a gender	grupo	alternativoj	prononco
level	brando	en konjakk	a brandy	grupo	alternativoj	prononco
level	longitudo	lengdegrad	longitude	grupo	alternativoj	prononco
level	ĉerko	en kiste, en kiste	a coffin, a casket	grupo	alternativoj	prononco
level	lernoobjekto	et lernin-fag	a lernin subject	grupo	alternativoj	prononco
level	lernohoro	en læretime	a learning hour	grupo	alternativoj	prononco
level	trafiko	en trafikk	a traffic	grupo	alternativoj	prononco
level	svedo	en svensk person	a Swedish person	grupo	alternativoj	prononco
level	lernoĉambro	et klasserom (=klasĉambro)	a classroom (=klasĉambro)	grupo	alternativoj	prononco
level	lernokotizo	en skoleavgift	a school fee	grupo	alternativoj	prononco
level	lesivo	lut, potaske, blekemiddel	lye, potash, bleach	grupo	alternativoj	prononco
level	akno	en akne, en kvise	an acne, a pimple	grupo	alternativoj	prononco
level	infero	et inferno, et helvete, underverden	an inferno, a hell, underworld	grupo	alternativoj	prononco
level	lernosako	en skolesekk	a school bag	grupo	alternativoj	prononco
level	substantivo	et substantiv, et substantiv	a substantive, a noun	grupo	alternativoj	prononco
level	islando	Island	Iceland	grupo	alternativoj	prononco
level	malica	ondsinnet, ondsinnet	malicious, malevolent	grupo	alternativoj	prononco
level	latitudo	breddegrad	latitude	grupo	alternativoj	prononco
level	pado (arbarvojeto)	en sti (i skogen), en vei (i en skog)	a path (in the wood), a way (in a forest)	grupo	alternativoj	prononco
level	buklo	en løkke, en krøll, en ringlet, en lås, en lokke	a loop, a curl, a ringlet, a lock, a tress	grupo	alternativoj	prononco
level	akupunkturo	en akupunktur	an acupuncture	grupo	alternativoj	prononco
level	metilernanto	en lærling	an apprentice	grupo	alternativoj	prononco
level	sorgo	en sorghum	a sorghum	grupo	alternativoj	prononco
level	grati	å klø	to scratch	grupo	alternativoj	prononco
level	analizi	å analysere	to analyse	grupo	alternativoj	prononco
level	gripo	et grep, en influensa (=influensa)	a grip, a flu (=influenco)	grupo	alternativoj	prononco
level	paciento	en pasient	a patient	grupo	alternativoj	prononco
level	brido	et hodelag, en tøyle, en tilbakeholdenhet	a bridle, a rein, a restraint	grupo	alternativoj	prononco
level	mirtelo	et blåbær, et huckleberry, et hornbær	a bilberry, a huckleberry, a whortleberry	grupo	alternativoj	prononco
level	ambasadoro	en ambassadør	an ambassador	grupo	alternativoj	prononco
level	oratori	å holde en tale, å haranere	to deliver an oration, to harangue	grupo	alternativoj	prononco
level	amato	en elsket, en elsket	a beloved, a beloved one	grupo	alternativoj	prononco
level	kombilo	en kam	a comb	grupo	alternativoj	prononco
level	Jugoslavio	Jugoslavia	Yugoslavia	grupo	alternativoj	prononco
level	establi	å etablere, å bygge	to establish, to build	grupo	alternativoj	prononco
level	nuba	overskyet, uklart	cloudy, unclear	grupo	alternativoj	prononco
level	volumo	et bind (med bøker)	a volume (of books)	grupo	alternativoj	prononco
level	aŭtomata	Automatisk	automatic	grupo	alternativoj	prononco
level	monstro	et monster, en freak	a monster, a freak	grupo	alternativoj	prononco
level	spirita	åndelig	spiritual	grupo	alternativoj	prononco
level	landlima	av en landgrense, av en grense	of a land limit, of a border	grupo	alternativoj	prononco
level	ĉiopova	allmektig, allmektig, allmektig	almighty, all-powered, omnipotent	grupo	alternativoj	prononco
level	kalkanumo	hæl	heel	grupo	alternativoj	prononco
level	sindikato	et syndikat, en fagforening, en fagforening	a syndicate, a labor-union, a trade-union	grupo	alternativoj	prononco
level	propraĵo	en eiendom, en besittelse	a property, a possesion	grupo	alternativoj	prononco
level	landlimo	en landegrense, en grense	a land limit, a border	grupo	alternativoj	prononco
level	politikisto	en politiker	a politician	grupo	alternativoj	prononco
level	timo	en frykt	a fear	grupo	alternativoj	prononco
level	dommastrino	en hjemmeværende kone	a housewife	grupo	alternativoj	prononco
level	benzinstacio	en bensinstasjon	a gas station	grupo	alternativoj	prononco
level	unika	unik	unique	grupo	alternativoj	prononco
level	regula	regelmessig	regular	grupo	alternativoj	prononco
level	subtrahi	å trekke fra, å trekke fra	to subtract, to deduct	grupo	alternativoj	prononco
level	premii	å tildele, å dele ut en pris	to award, to award a prize	grupo	alternativoj	prononco
level	greka	gresk	Greek	grupo	alternativoj	prononco
level	mejlo	en mil	a mile	grupo	alternativoj	prononco
level	aflikti	å plage, å sørge	to afflict, to grieve	grupo	alternativoj	prononco
level	raso	rase, rase, rase	race, a race, a breed	grupo	alternativoj	prononco
level	spinaco	en spinat	a spinach	grupo	alternativoj	prononco
level	fromaĝkuko	en ostekake	a cheese cake	grupo	alternativoj	prononco
level	inventi	å finne opp	to invent	grupo	alternativoj	prononco
level	grandioza	grandiose, praktfulle, praktfulle	grandiose, magnificent, splendid	grupo	alternativoj	prononco
level	laŭdo	en ros, en ros	a praise, a laud	grupo	alternativoj	prononco
level	formulo	en formel	a formula	grupo	alternativoj	prononco
level	lubriki	å smøre	to lubricate	grupo	alternativoj	prononco
level	komedio	en komedie	a comedy	grupo	alternativoj	prononco
level	stirilo (direktilo)	et ratt	a steering wheel	grupo	alternativoj	prononco
level	federacio	et forbund	a federation	grupo	alternativoj	prononco
level	bruo	støy, en støy	noise, a noise	grupo	alternativoj	prononco
level	juste	rettferdig	fairly	grupo	alternativoj	prononco
level	inundi	å oversvømme, å oversvømme	to flood, to inundate	grupo	alternativoj	prononco
level	miraklo	et mirakel	a miracle	grupo	alternativoj	prononco
level	ofendi	å fornærme	to offend	grupo	alternativoj	prononco
level	abandoni	å forlate, å gi fra seg	to abandon, to relinquish	grupo	alternativoj	prononco
level	rozkolora	rosa (farge), rosa farget	pink (color), rose colored	grupo	alternativoj	prononco
level	ekipi	å utstyre, å innrede	to equip, to furnish	grupo	alternativoj	prononco
level	musko	en mose	a moss	grupo	alternativoj	prononco
level	metroo	metro, t-bane, t-bane	metro, subway train, tube	grupo	alternativoj	prononco
level	fonti	å springe (fra en kilde), å velte opp	to spring (from a source), to well up	grupo	alternativoj	prononco
level	velado	en seiling	a sailing	grupo	alternativoj	prononco
level	veliri	å seile	to sail	grupo	alternativoj	prononco
level	akcento	en aksent	an accent	grupo	alternativoj	prononco
level	hejmtasko	en lekse	a homework	grupo	alternativoj	prononco
level	termofonto	en varm kilde	a hot spring	grupo	alternativoj	prononco
level	bagatelo	en bagatelle, en bagatell	a bagatelle, a trifle	grupo	alternativoj	prononco
level	alarmo	en alarm, en alarm	an alarm, an alert	grupo	alternativoj	prononco
level	analfabeto	en analfabet, et analfabet	an illiterate, an analphabet	grupo	alternativoj	prononco
level	termobotelo	en termos (en flaske)	a thermos (a bottle)	grupo	alternativoj	prononco
level	antarkto	Antarktis	Antarctica	grupo	alternativoj	prononco
level	teknologio	teknologi, en teknologi	technology, a technology	grupo	alternativoj	prononco
level	fuĝi	å flykte, å stikke av	to flee, to run away	grupo	alternativoj	prononco
level	atom-energia centralo	et atomkraftverk	a nuclear power plant	grupo	alternativoj	prononco
level	azaleo	en asalea	an azalea	grupo	alternativoj	prononco
level	teknologia	teknologisk	technological	grupo	alternativoj	prononco
level	alko	en elg	an elk	grupo	alternativoj	prononco
level	riveli	å avsløre, å utvikle (bilde)	to reveal, to develop (photo)	grupo	alternativoj	prononco
level	brajlo	en blindeskrift	a braille	grupo	alternativoj	prononco
level	ŝoso	en spire, et skudd	a sprout, a shoot	grupo	alternativoj	prononco
level	dialogo	en dialog	a dialogue	grupo	alternativoj	prononco
level	buŝharmoniko	et munnspill	a harmonica	grupo	alternativoj	prononco
level	teknika	teknisk	technical	grupo	alternativoj	prononco
level	verkisto	en forfatter, en forfatter	an author, a writer	grupo	alternativoj	prononco
level	cunamo	en tsunami	a tsunami	grupo	alternativoj	prononco
level	kontinento	et kontinent	a continent	grupo	alternativoj	prononco
level	konsulo	en konsul	a consul	grupo	alternativoj	prononco
level	kaduka	falleferdig, forfalt	dilapidated, decayed	grupo	alternativoj	prononco
level	Hispanio	Spania	Spain	grupo	alternativoj	prononco
level	fajrobrigado	et brannvesen, et brannvesen	a fire brigade, a fire department	grupo	alternativoj	prononco
