B.my content.tsv
Level	Esperanto	my	en-us	Grupo	Alternativoj	Pronoco
level	vere estis longa, sed nun finiĝis	တကယ်ကို ကြာခဲ့ပေမယ့် အခုတော့ ပြီးသွားပါပြီ။	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	အို ဒါဆို မင်း ကော်မတီဝင်လား။	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	TEJO ဘုတ်အဖွဲ့	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	ငါလည်း ဘုတ်ပေါ်မှာ	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	ဟုတ်တယ် ငါလည်း ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	TEJO ဘုတ်အဖွဲ့တွင်လည်း ရှိသည်။	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	ဟုတ်တယ်၊ ငါက ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	ကျွန်တော် တစ်ခါမှ မလှုပ်ရှားဖူးဘူး။	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	လှုပ်ရှားမှုတွင် အလွန်တက်ကြွသည်။	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	လှုပ်ရှားမှုမှာ ဘယ်တုန်းကမှ မတက်ကြွခဲ့ဘူး။	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	TEJO ၏အဓိကလုပ်ဆောင်ချက်	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	အခု အဓိက လှုပ်ရှားမှုက ဘာလဲ။	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	တကယ်တော့ အဓိက လုပ်ဆောင်ချက်က ဘာလဲ။	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	ကျယ်ပြောလှသည်။	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	နယ်ပယ်မျိုးစုံ	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	နယ်ပယ်အသီးသီးမှာ ကျွန်တော်တို့ လှုပ်ရှားမှုရှိတယ်။	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	လူ့အခွင့်အရေးဆိုင်ရာ ဆွေးနွေးပွဲများ	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	လူ့အခွင့်အရေးနှင့် ယဉ်ကျေးမှုဆိုင်ရာ ဆက်ဆံရေး	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	စက်ဘီး၊ ကားတန်း၊ ပွဲတော်	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	ဥပမာ နှီးနှောဖလှယ်ပွဲများ၊ စက်ဘီးစီးပွဲများနှင့် ပွဲတော်များ	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	ဘာသာစကားပွဲတော်များ၊ ဝဘ်စာမျက်နှာများတည်ဆောက်ခြင်း။	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	ဥပမာ စက်ဘီးစီးပွဲတွေ၊ ပွဲတော်တွေ စသဖြင့်ပေါ့။	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	အခွင့်အရေးနှင့် ဆက်ဆံရေးဆိုင်ရာ ဆွေးနွေးပွဲ	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	caravan, ပွဲတော်, ဆောက်လုပ်ရေး, etc	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	UNESCO ကဲ့သို့သော တရားဝင်အဖွဲ့အစည်းများ၊	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	ရုံးအဖွဲ့များတွင် ကိုယ်စားပြုသည်။	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	ငါတို့ကိုလည်း ကိုယ်စားပြုတယ်။	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	ခန္ဓာကိုယ် အသီးသီးတွင် ကိုယ်စားပြုသည်။	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	ဥရောပလူငယ်ဖိုရမ်၊ ယူနက်စကို စသည့်အဖွဲ့အစည်းများ	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	ကုလသမဂ္ဂ၏ လူငယ်ကဏ္ဍ	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	UNESCO နှင့် UN ၏ လူငယ်ကဏ္ဍ ကဲ့သို့သော အဖွဲ့အစည်းများ	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	ယူနက်စကိုနှင့် ကုလသမဂ္ဂ၏ လူငယ်ကဏ္ဍ	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	ဥရောပလူငယ်ဖိုရမ်နှင့် ကုလသမဂ္ဂ၏ လူငယ်ကဏ္ဍ	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	စိတ်ဝင်စားဖို့ကောင်းတယ်။	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	သစ်ရွက်တစ်ရွက်၊ လှန်ကြည့်ရန်၊ လေ၊ လေ၊ ပန်ကာ၊ အက်စပရန်တို၊ အက်စပရန်တိုကို ခံစားရန်	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	ကျွန်တော့်အတွက်ကတော့ Esperanto ပြောဖို့ လုံလောက်ပါတယ်။	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	Esperanto ကို တစ်ပတ် သို့မဟုတ် နှစ်ပတ်ကြာ ခံစားရန်	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	တစ်နှစ် သို့မဟုတ် နှစ်ပတ်	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	ဒါပေမယ့် ငါ့အတွက် လုံလောက်တယ်။	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	ဟုတ်တယ်~ ရှာသင့်တယ်။	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	မျှတမှုကိုရှာဖွေရန်	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	လူတိုင်းသည် ကိုယ်ပိုင်ဟန်ချက်ကို ရှာဖွေသင့်သည်။	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	လွန်လွန်းတယ်လို့ ခံစားရတယ်။	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	အခုငါခံစားရတယ်။	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	ခံစားရတယ်~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	များလွန်းတယ်လို့ ခံစားရတယ်။	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	ဘဝမှာ Esperanto အရမ်းများတယ်။	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	ဘဝမှာ Esperanto က အရမ်းများတယ်။	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	သင်သည် အဖွဲ့ဝင်ဖြစ်ပါသလား။	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	သင်က အဖွဲ့အစည်းတစ်ခုရဲ့ အဖွဲ့ဝင်လား။	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	အခြားအဖွဲ့အစည်းအချို့၏အဖွဲ့ဝင်တစ်ဦး	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	တကယ်အဖွဲ့အစည်းမဟုတ်ပေမယ့် ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	ဒါပေမယ့် ကျွန်တော် ဂစ်တာတီးတယ်။	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	တီးဝိုင်းမှာ ဂစ်တာတီးတယ်။	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	ကောင်းတယ်! အရမ်းကြိုက်တယ်။	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	ငါသီချင်းဆိုရတာကိုကြိုက်တယ်	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	သီချင်းဆိုရတာ အရမ်းကြိုက်တယ်။	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	ဘယ်လိုဂီတမျိုး တီးတာလဲ။	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	ကောင်းပြီ၊ ဒါဟာရိုးရှင်းတဲ့ပေါ့ပ်	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	ကျွန်တော်တို့ တီးဝိုင်းကို အခုမှစတယ်။	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	ဒါပေမယ့် နောက်ဆုံးမှာ ကျွန်တော်တို့ ကစားသွားမှာပါ။	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	ကျွန်တော်တို့ IJK တုန်းက ကစားခဲ့ပါတယ်။	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	လာမည့် IJK တွင် ကစားမည်ဖြစ်သည်။	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	ငါ အဲဒါကို စောင့်နေပြီ!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	လိုအပ်ရင်ပြောပါ~	just say if you need ~	grupo	alternativoj	prononco
