C.fi content.tsv
Level	Esperanto	fi	en-us	Grupo	Alternativoj	Pronoco
level	tinti	kilisemään, jylisemään	to tinkle, to jingle	grupo	alternativoj	prononco
level	Everesto	Everest	Everest	grupo	alternativoj	prononco
level	abrupte	yhtäkkiä	abruptly	grupo	alternativoj	prononco
level	intima	intiimi, cose	intimate, cose	grupo	alternativoj	prononco
level	figo	kuva	a fig	grupo	alternativoj	prononco
level	egale	yhtäläisesti, samalla tavalla	equally, alike	grupo	alternativoj	prononco
level	fosilio	fossiili	a fossil	grupo	alternativoj	prononco
level	moralo	moraalia	morals	grupo	alternativoj	prononco
level	barbiro	parturi	a barber	grupo	alternativoj	prononco
level	bapti	kastamaan	to baptize	grupo	alternativoj	prononco
level	regalo	herkku	a treat	grupo	alternativoj	prononco
level	hispano	espanjalainen henkilö	a Spanish person	grupo	alternativoj	prononco
level	trikoto	neulottu kangas, neuleet	a knit fabric, knitwear	grupo	alternativoj	prononco
level	antaŭnomo	etunimi	a first name	grupo	alternativoj	prononco
level	plumnomo	kynänimi	a pen name	grupo	alternativoj	prononco
level	heredaĵo	perintö, perintö	a heritage, inheritance	grupo	alternativoj	prononco
level	ĉifi	rypistyä, rypistyä, rypistyä	to crumple, to wrincle, to crinkle	grupo	alternativoj	prononco
level	indiano	intialainen	an Indian	grupo	alternativoj	prononco
level	tosto	malja (juomapuhe)	a toast (speech of drink)	grupo	alternativoj	prononco
level	strebi	tavoittelemaan	to strive for	grupo	alternativoj	prononco
level	deci	olla sopiva, olla sopiva	to befet, to be fitting, to be appropriate	grupo	alternativoj	prononco
level	burĝono	silmu, porukka	a bud, a burgeon	grupo	alternativoj	prononco
level	klifo	Mäki	a cliff	grupo	alternativoj	prononco
level	klimatizilo	ilmastointilaite	a air conditioner	grupo	alternativoj	prononco
level	konstitucio	perustuslaki	constitution	grupo	alternativoj	prononco
level	kerno	ydin, ydin	a core, a kernel	grupo	alternativoj	prononco
level	feo	keiju, keiju, henki	a fairy, a fay, a spirit	grupo	alternativoj	prononco
level	idealismo	idealismi	idealism	grupo	alternativoj	prononco
level	paŝo	askel, vauhti	a step, a pace	grupo	alternativoj	prononco
level	varti	hoitaa, hoitaa	to look after, to nurse	grupo	alternativoj	prononco
level	kandidato	ehdokas, hakija	a candidate, an applicant	grupo	alternativoj	prononco
level	pasinta	mennyt, viimeinen, mennyt	passed, last, past	grupo	alternativoj	prononco
level	rezulto	tulos	a result	grupo	alternativoj	prononco
level	gondolo	gondoli	a gondola	grupo	alternativoj	prononco
level	bis	uudelleen! encore! vielä kerran!	again! encore! one more time!	grupo	alternativoj	prononco
level	komercisto	kauppias, kauppias	a merchant, a trader	grupo	alternativoj	prononco
level	aloo	aloe	an aloe	grupo	alternativoj	prononco
level	prosperi	menestyä, menestyä	to prosper, to be successful	grupo	alternativoj	prononco
level	ekonomia	taloudellinen	economic	grupo	alternativoj	prononco
level	relativa	suhteellinen	relative	grupo	alternativoj	prononco
level	baleno	valas	a whale	grupo	alternativoj	prononco
level	klasika	klassinen, klassikko	classical, classic	grupo	alternativoj	prononco
level	necesi	olla välttämätön, käyttäytyä	to be necessary, to behove	grupo	alternativoj	prononco
level	konsentite!	sovittuaan! sopimus!	having agreed! deal!	grupo	alternativoj	prononco
level	susuri	kahinaa, siunata, huokaista	to rustle, to swish, to sough	grupo	alternativoj	prononco
level	iniciati	aloittaa	to initiate	grupo	alternativoj	prononco
level	muelilo	mylly, mylly	a mill, a grinder	grupo	alternativoj	prononco
level	matenmanĝo	aamiainen, aamiainen	breakfast, a breakfast	grupo	alternativoj	prononco
level	tragedio	tragedia	a tragedy	grupo	alternativoj	prononco
level	izoli	eristää, eristää, eristää	to isolate, to insulate, to seclude	grupo	alternativoj	prononco
level	matenmanĝi	syödä aamiaista, syödä aamiaista	to have breakfast, to eat breakfast	grupo	alternativoj	prononco
level	reĝimo	järjestelmä	a regime	grupo	alternativoj	prononco
level	esperantisto	esperantisti	an Esperantist	grupo	alternativoj	prononco
level	vespermanĝi	syömään päivällistä, syömään päivällistä	to have dinner, to eat dinner	grupo	alternativoj	prononco
level	pramo	lautta, ponttoni	a ferry, a pontoon	grupo	alternativoj	prononco
level	monumento	monumentti	a monument	grupo	alternativoj	prononco
level	interkona vespero	esittely-ilta	an introductory evening	grupo	alternativoj	prononco
level	batato	bataatti	a sweet potato	grupo	alternativoj	prononco
level	humana	inhimillinen, humanitaarinen	humane, humanitarian	grupo	alternativoj	prononco
level	ekspluati	hyödyntää, hyödyntää, hyödyntää epäoikeudenmukaisesti	to exploit, to utilize, to take unfair advantage of	grupo	alternativoj	prononco
level	sufero	kärsimys, kärsimys	suffering, a suffer	grupo	alternativoj	prononco
level	solena	juhlallinen, seremoniallinen	solemn, ceremonious	grupo	alternativoj	prononco
level	Roterdamo	Rotterdam	Rotterdam	grupo	alternativoj	prononco
level	racio	järki, rationaalisuus, looginen päättely	reason, rationality, logical reasoning	grupo	alternativoj	prononco
level	dokumento	dokumentti	a document	grupo	alternativoj	prononco
level	salikoko	katkarapu	a shrimp	grupo	alternativoj	prononco
level	trejni	treenata, valmentaa	to train, to coach	grupo	alternativoj	prononco
level	tagmeze	keskipäivällä	at noon	grupo	alternativoj	prononco
level	sinbano	kylpeminen, uinti	bathing, swimming	grupo	alternativoj	prononco
level	skajpo	Skype	Skype	grupo	alternativoj	prononco
level	maso	massa, pala	mass, lump	grupo	alternativoj	prononco
level	dando	dandy, fashionista	a dandy, a fashionista	grupo	alternativoj	prononco
level	labortago	työpäivä	a working day	grupo	alternativoj	prononco
level	Argentino	Argentiina	Argentina	grupo	alternativoj	prononco
level	paralelo	rinnakkais	a parallel	grupo	alternativoj	prononco
level	aeroplano	lentokone, lentokone	an airplane, an aeroplane	grupo	alternativoj	prononco
level	pipro	pippuria, mustapippuria	a pepper, a black pepper	grupo	alternativoj	prononco
level	surtuto	päällystakki	an overcoat	grupo	alternativoj	prononco
level	somera solstico	kesäpäivänseisaus	summer solstice	grupo	alternativoj	prononco
level	rendevuo	tapaaminen, tapaaminen, treffit	an appointment, a rendezvous, a date	grupo	alternativoj	prononco
level	vintra solstico	Talvipäivänseisaus	winter solstice	grupo	alternativoj	prononco
level	papo	Paavi	Pope	grupo	alternativoj	prononco
level	ferioj	lomat, lomat	holidays, vacation	grupo	alternativoj	prononco
level	tufo	kimppu	a tuft	grupo	alternativoj	prononco
level	ĉerizfloro	kirsikankukka	a cherry blossom	grupo	alternativoj	prononco
level	pirato	merirosvo	a pirate	grupo	alternativoj	prononco
level	tendenco	suuntaus, suuntaus	a tendency, a trend	grupo	alternativoj	prononco
level	someraj ferioj	kesälomat	summer holidays	grupo	alternativoj	prononco
level	Mediteraneo	Välimeren	Mediterranean	grupo	alternativoj	prononco
level	pensiono	vierastalo, täysihoitola	a guest house, a boarding house	grupo	alternativoj	prononco
level	vintraj ferioj	talviloma	winter holidays	grupo	alternativoj	prononco
level	kahelo	laatta	a tile	grupo	alternativoj	prononco
level	harmonio	harmonia, sopu	an harmony, an accord	grupo	alternativoj	prononco
level	kompetenta	pätevä, kykenevä	competent, capable	grupo	alternativoj	prononco
level	demokratio	demokratia	a democracy	grupo	alternativoj	prononco
level	paradizo	paratiisi, taivas	a paradise, Heaven	grupo	alternativoj	prononco
level	albano	albanialainen	an Albanian	grupo	alternativoj	prononco
level	akcesoro	lisävaruste	an accessary	grupo	alternativoj	prononco
level	kupono	kuponki, sub	a coupon, a sub	grupo	alternativoj	prononco
level	stano	tina (metalli)	tin (metal)	grupo	alternativoj	prononco
level	murpentraĵo	seinämaalaus (maalaus), seinämaalaus	a mural (painting), a wall painting	grupo	alternativoj	prononco
level	Nederlando	Alankomaat	Netherlands	grupo	alternativoj	prononco
level	nederlanda	Hollannin kieli	Dutch	grupo	alternativoj	prononco
level	nederlandano	hollantilainen	a Dutch	grupo	alternativoj	prononco
level	Norvegio	Norja	Norway	grupo	alternativoj	prononco
level	Danio	Tanska	Denmark	grupo	alternativoj	prononco
level	modifi	muokata	to modify	grupo	alternativoj	prononco
level	apogmuro	tukeva seinä	a supporting wall	grupo	alternativoj	prononco
level	Barcelono	Barcelona	Barcelona	grupo	alternativoj	prononco
level	kompanio	yritys	a company	grupo	alternativoj	prononco
level	eŭro	euroa	euro	grupo	alternativoj	prononco
level	persisti	kestää, kestää	to persist, to abide	grupo	alternativoj	prononco
level	pantoflo	tohveli	a slipper	grupo	alternativoj	prononco
level	balkanoj	Balkanilla	Balkans	grupo	alternativoj	prononco
level	italo	italialainen	an Italian	grupo	alternativoj	prononco
level	Bulgario	Bulgaria	Bulgaria	grupo	alternativoj	prononco
level	korekti	korjata	to correct	grupo	alternativoj	prononco
level	Brazilio	Brasilia	Brasilia	grupo	alternativoj	prononco
level	maksimumo	enimmäismäärä	maximum	grupo	alternativoj	prononco
level	lupeo (grandiga vitro)	suurennuslasi (suurennuslasi)	a magnifying glass (magnifying glass)	grupo	alternativoj	prononco
level	gento	etninen ryhmä, suku, perhe, rotu, ihmiset	an ethnic group, kin, family, a race, people	grupo	alternativoj	prononco
level	sunvitroj	aurinkolasit	sunglasses	grupo	alternativoj	prononco
level	Svedio	Ruotsi	Sweden	grupo	alternativoj	prononco
level	kartono	pahvi	a cardboard	grupo	alternativoj	prononco
level	damo	nainen	a lady	grupo	alternativoj	prononco
level	struto	strutsi	an ostrich	grupo	alternativoj	prononco
level	haringo	silli	a herring	grupo	alternativoj	prononco
level	materio	materiaali, asia	a meterial, a matter	grupo	alternativoj	prononco
level	girlando	seppele, seppele	a garland, a wreath	grupo	alternativoj	prononco
level	Irlando	Irlanti	Ireland	grupo	alternativoj	prononco
level	sunbaniĝi	ottamaan aurinkoa, ottamaan aurinkoa	to sunbathe, to suntane	grupo	alternativoj	prononco
level	kulto	kultti (uskonnollisen palvonnan)	a cult (of religious worship)	grupo	alternativoj	prononco
level	sunombrelo	päivänvarjo	a parasol	grupo	alternativoj	prononco
level	suna sistemo	aurinkokunta	a solar system	grupo	alternativoj	prononco
level	heĝo	pensasaita	a hedge	grupo	alternativoj	prononco
level	adori	palvoa, palvoa	to adore, to worship	grupo	alternativoj	prononco
level	pluvombrelo	sateenvarjo	a rain umbrella	grupo	alternativoj	prononco
level	fazeolo	papu, haricot papu, juoksupapu	a bean, a haricot bean, a runner bean	grupo	alternativoj	prononco
level	deklamo	lausuminen, julistus	reciting, declamation	grupo	alternativoj	prononco
level	maleolo	nilkka, malleolus	an ankle, a malleolus	grupo	alternativoj	prononco
level	instanco	instanssi, tuomioistuin, toimivalta	an instance, a court, a jurisdiction	grupo	alternativoj	prononco
level	digesti	sulattaa	to digest	grupo	alternativoj	prononco
level	irano	Iran	Iran	grupo	alternativoj	prononco
level	pluvmantelo	Sadetakki	a raincoat	grupo	alternativoj	prononco
level	kompensi	kompensoida, hyvittää	to compensate, to make amends for	grupo	alternativoj	prononco
level	traktato	sopimus, paketti, tutkielma	a treaty, a packt, a treatise	grupo	alternativoj	prononco
level	akordo	sopu, sopimus, sointu	an accord, an agreement, a chord	grupo	alternativoj	prononco
level	pluvego	rankkasade, kaatosade	a heavy rain, downpour	grupo	alternativoj	prononco
level	uniformo	univormu	a uniform	grupo	alternativoj	prononco
level	venĝi	kostaa, kostaa	to revenge, to avenge	grupo	alternativoj	prononco
level	ekpluvo	suihku, alkaa sataa	a shower, starting to rain	grupo	alternativoj	prononco
level	higieno	hygienia	hygiene	grupo	alternativoj	prononco
level	sekci	leikata, leikata, leikata	to cut, to intersect, to dissect	grupo	alternativoj	prononco
level	karno	lihaa, lihaa	flesh, meat	grupo	alternativoj	prononco
level	pudro	jauhetta	a powder	grupo	alternativoj	prononco
level	rilato	suhde, suhde	relationship, relation	grupo	alternativoj	prononco
level	fripono	roisto, roisto, roisto, huijari	a rogue, a rascal, a crook, a swindler	grupo	alternativoj	prononco
level	greko	kreikkalainen henkilö	a Greek person	grupo	alternativoj	prononco
level	ekvatoro	Päiväntasaaja	Equator	grupo	alternativoj	prononco
level	kruciĝvojo	poikkitie	a cross road	grupo	alternativoj	prononco
level	pekli	suolakurkkua, maissia (suolassa)	to pickle, to corn (in salt)	grupo	alternativoj	prononco
level	proverbo	sananlasku	a proverb	grupo	alternativoj	prononco
level	neglekti	laiminlyödä	to neglect	grupo	alternativoj	prononco
level	kafkruĉo	kahvipannu	a coffee pot	grupo	alternativoj	prononco
level	ansero	hanhi	a goose	grupo	alternativoj	prononco
level	raŭpo	toukka	a caterpillar	grupo	alternativoj	prononco
level	buĉi	teurastajalle, teurastukseen	to butcher, to slaughter	grupo	alternativoj	prononco
level	italia	italia	italia	grupo	alternativoj	prononco
level	vojponto	maantie silta	a road bridge	grupo	alternativoj	prononco
level	Japanio	Japani	Japan	grupo	alternativoj	prononco
level	japana	japanilainen	Japanese	grupo	alternativoj	prononco
level	pontlingvo	siltakieli	a bridge language	grupo	alternativoj	prononco
level	redukti	vähentää	to reduce	grupo	alternativoj	prononco
level	cinamo	kanelia	a cinnamon	grupo	alternativoj	prononco
level	oceano	valtameri	an ocean	grupo	alternativoj	prononco
level	multipliki	lisääntymään	to multiply	grupo	alternativoj	prononco
level	doto	myötäjäinen	a dowry	grupo	alternativoj	prononco
level	paŭzo	tauko, tauko, tauko	a pause, a break, an intermission	grupo	alternativoj	prononco
level	kaskedo	korkki (visiirillä)	a cap (with visor)	grupo	alternativoj	prononco
level	konversacii	keskustelemaan, keskustelemaan, keskustelemaan	to converse, to talk, to dialogue	grupo	alternativoj	prononco
level	kafopaŭzo	kahvitauko	a coffee break	grupo	alternativoj	prononco
level	konkreta	betoni	concrete	grupo	alternativoj	prononco
level	eskapi	paeta, paeta	to escape, to flee	grupo	alternativoj	prononco
level	logiko	logiikka	a logic	grupo	alternativoj	prononco
level	spiti	kiusata, uhmata, vastustaa	to spite, to defy, to stand against	grupo	alternativoj	prononco
level	antaŭsento	ennakointi, tunne, mielikuva	anticipation, having a feeling, presentiment	grupo	alternativoj	prononco
level	antaŭurbo	esikaupunki	a suburb	grupo	alternativoj	prononco
level	kakto	kaktus	a cactus	grupo	alternativoj	prononco
level	satiro	satiiri	a satire	grupo	alternativoj	prononco
level	urbodomo	kaupungintalo, kaupungintalo	a city hall, a town hall	grupo	alternativoj	prononco
level	dimensio	mitta, koko	a dimension, size	grupo	alternativoj	prononco
level	obstina	itsepäinen, itsepäinen	obstinate, stubborn	grupo	alternativoj	prononco
level	motivo	motiivi, motivaatio	a motive, a motivation	grupo	alternativoj	prononco
level	urbego	iso kaupunki	a big city	grupo	alternativoj	prononco
level	bleki	huutaa, haukkua, möttää, nauhoittaa, karjua	to bleat, to bray, to moo, to neigh, to roar	grupo	alternativoj	prononco
level	civila	siviili, siviili, ei-sotilaallinen	civil, civilian, non-military	grupo	alternativoj	prononco
level	norvego	norjalainen henkilö	a Norwegian person	grupo	alternativoj	prononco
level	indigni	suuttua, suuttua	to be indignant, to resent	grupo	alternativoj	prononco
level	simbolo	symboli	a symbol	grupo	alternativoj	prononco
level	genro	sukupuoli	a gender	grupo	alternativoj	prononco
level	brando	konjakkia	a brandy	grupo	alternativoj	prononco
level	longitudo	pituusaste	longitude	grupo	alternativoj	prononco
level	ĉerko	arkku, arkku	a coffin, a casket	grupo	alternativoj	prononco
level	lernoobjekto	lernin-aihe	a lernin subject	grupo	alternativoj	prononco
level	lernohoro	oppitunti	a learning hour	grupo	alternativoj	prononco
level	trafiko	liikennettä	a traffic	grupo	alternativoj	prononco
level	svedo	ruotsalainen henkilö	a Swedish person	grupo	alternativoj	prononco
level	lernoĉambro	luokkahuone (=klasĉambro)	a classroom (=klasĉambro)	grupo	alternativoj	prononco
level	lernokotizo	koulumaksu	a school fee	grupo	alternativoj	prononco
level	lesivo	lipeä, potaska, valkaisuaine	lye, potash, bleach	grupo	alternativoj	prononco
level	akno	akne, näppylä	an acne, a pimple	grupo	alternativoj	prononco
level	infero	helvetti, helvetti, alamaailma	an inferno, a hell, underworld	grupo	alternativoj	prononco
level	lernosako	koulureppu	a school bag	grupo	alternativoj	prononco
level	substantivo	substantiivi, substantiivi	a substantive, a noun	grupo	alternativoj	prononco
level	islando	Islanti	Iceland	grupo	alternativoj	prononco
level	malica	ilkeä, ilkeä	malicious, malevolent	grupo	alternativoj	prononco
level	latitudo	leveysaste	latitude	grupo	alternativoj	prononco
level	pado (arbarvojeto)	polku (metsässä), tie (metsässä)	a path (in the wood), a way (in a forest)	grupo	alternativoj	prononco
level	buklo	silmukka, kihara, sormus, lukko, reppu	a loop, a curl, a ringlet, a lock, a tress	grupo	alternativoj	prononco
level	akupunkturo	akupunktio	an acupuncture	grupo	alternativoj	prononco
level	metilernanto	oppipoika	an apprentice	grupo	alternativoj	prononco
level	sorgo	durra	a sorghum	grupo	alternativoj	prononco
level	grati	raapia	to scratch	grupo	alternativoj	prononco
level	analizi	analysoimaan	to analyse	grupo	alternativoj	prononco
level	gripo	ote, flunssa (=influenssa)	a grip, a flu (=influenco)	grupo	alternativoj	prononco
