C.th content.tsv
Level	Esperanto	th	en-us	Grupo	Alternativoj	Pronoco
level	juvelo	อัญมณี, อัญมณี (=gemo)	a jewel, a gem (=gemo)	grupo	alternativoj	prononco
level	tendumi (kampadi)	ไปค่าย	to camp	grupo	alternativoj	prononco
level	malliberejo	คุก	a prison	grupo	alternativoj	prononco
level	studprogramo	โปรแกรมการศึกษา	a study program	grupo	alternativoj	prononco
level	avida	โลภ	greedy	grupo	alternativoj	prononco
level	flari	กลิ่น	to smell	grupo	alternativoj	prononco
level	garantii	เพื่อรับประกันเพื่อรับประกัน	to guarantee, to warrant	grupo	alternativoj	prononco
level	ĉeno	โซ่	a chain	grupo	alternativoj	prononco
level	sekcio	ส่วน	a section	grupo	alternativoj	prononco
level	akuzativo	ข้อกล่าวหา	an accusative	grupo	alternativoj	prononco
level	kandelo	เทียน	a candle	grupo	alternativoj	prononco
level	konfirmi	เพื่อยืนยัน	to confirm	grupo	alternativoj	prononco
level	pando	หมีแพนด้า	a panda	grupo	alternativoj	prononco
level	kultivi	ที่จะเพาะปลูก(ผัก,ผลไม้)	to cultivate (fruits, vegetables)	grupo	alternativoj	prononco
level	sojlo	ธรณีประตูธรณีประตู	a sill, a threshold	grupo	alternativoj	prononco
level	lacigi	ทำให้หมดแรง, ทำให้เหนื่อยล้า, ทำให้เหนื่อย	to exhaust, to fatique, to tire	grupo	alternativoj	prononco
level	skribilaro	เครื่องใช้, เครื่องเขียน	witing utensils, stationary	grupo	alternativoj	prononco
level	ĵaluza	อิจฉา	jealous	grupo	alternativoj	prononco
level	kamiono	คาเมออน, รถบรรทุก, รถบรรทุก	a camion, a lorry, a truck	grupo	alternativoj	prononco
level	barakti	ที่จะต่อสู้	to struggle	grupo	alternativoj	prononco
level	svingi	แกว่ง, เขย่า	to swing, to shake	grupo	alternativoj	prononco
level	ŝovi	ที่จะผลักเพื่อผลักดันไปตาม	to shove, to push along	grupo	alternativoj	prononco
level	tendo	เต๊นท์	a tent	grupo	alternativoj	prononco
level	preteksto	ข้อแก้ตัวข้ออ้าง	an excuse, a pretext	grupo	alternativoj	prononco
level	simpatia	เห็นอกเห็นใจ	sympathetic	grupo	alternativoj	prononco
level	mino	เหมือง	a mine	grupo	alternativoj	prononco
level	fantazia	มหัศจรรย์	fantastic	grupo	alternativoj	prononco
level	komika	ตลกขบขัน	comic, comical	grupo	alternativoj	prononco
level	kruta	สูงชัน	steep	grupo	alternativoj	prononco
level	festeni	เพื่องานเลี้ยง, งานเลี้ยง	to banquet, to feast	grupo	alternativoj	prononco
level	alergio	โรคภูมิแพ้	allergy	grupo	alternativoj	prononco
level	juro	กฎหมาย	a law	grupo	alternativoj	prononco
level	ekspozicio	นิทรรศการ, นิทรรศการ	an exhibition, an exposition	grupo	alternativoj	prononco
level	akordiono	หีบเพลง	an accordion	grupo	alternativoj	prononco
level	sfero	ทรงกลมลูกบอล	a sphere, a ball	grupo	alternativoj	prononco
level	almozulo	ขอทาน	a beggar	grupo	alternativoj	prononco
level	maĉi	เคี้ยวเคี้ยว	to masticate, to chew	grupo	alternativoj	prononco
level	virto	คุณธรรม	a virtue	grupo	alternativoj	prononco
level	turmenti	ทรมาน, ทรมาน	to torment, to torture	grupo	alternativoj	prononco
level	anonctabulo	กระดานติดประกาศ	a notice board	grupo	alternativoj	prononco
level	minus	ลบ	minus	grupo	alternativoj	prononco
level	boji	เห่า	to bark	grupo	alternativoj	prononco
level	atestilo, atestaĵo	ใบรับรอง, หนังสือรับรอง	a certificate, an attestation	grupo	alternativoj	prononco
level	fendo	การแยก ช่อง รอยแตก	a split, a slot, a crack	grupo	alternativoj	prononco
level	almozo	ทาน, การกุศล	alms, charity	grupo	alternativoj	prononco
level	havigi	จัดหา, ได้มา, จัดหา	to provide with, to get for, to procure	grupo	alternativoj	prononco
level	aŭtografio	อัตชีวประวัติ อัตชีวประวัติ (=aŭtobiografio)	an autography, autobiography (=aŭtobiografio)	grupo	alternativoj	prononco
level	suspekti	สงสัย	to suspect	grupo	alternativoj	prononco
level	trezoro	สมบัติ	a treasure	grupo	alternativoj	prononco
level	stango	ไม้เรียว เสา ท่อนไม้	a rod, a pole, a bar	grupo	alternativoj	prononco
level	balailo	ไม้กวาด, คนกวาด	a broom, a sweeper	grupo	alternativoj	prononco
level	rekompenco	การชดเชยรางวัล	a compensation, a reward	grupo	alternativoj	prononco
level	kopio	คัดลอก	a copy	grupo	alternativoj	prononco
level	domego	วิลล่า คฤหาสน์ บ้านหลังใหญ่ อาคาร	a villa, a mansion, a big house, a building	grupo	alternativoj	prononco
level	pasko	อีสเตอร์	Easter	grupo	alternativoj	prononco
level	Peruo	เปรู	Peru	grupo	alternativoj	prononco
level	menso	จิตใจ	mind	grupo	alternativoj	prononco
level	eleganta	สง่างาม	elegant	grupo	alternativoj	prononco
level	ekvadoro	เอกวาดอร์	Ecuador	grupo	alternativoj	prononco
level	barbirejo	ร้านทำผม, ร้านตัดผม	a hairdressing salon, a barbor shop	grupo	alternativoj	prononco
level	bubo	คนพาล, เด็กเหลือขอ, เม่น	a knave, a brat, an urchin	grupo	alternativoj	prononco
level	gvineo	กินี	Guinea	grupo	alternativoj	prononco
level	civilizi	เพื่อสร้างอารยธรรม	to civilize	grupo	alternativoj	prononco
level	insulti	เพื่อดูถูก	to insult	grupo	alternativoj	prononco
level	komisiono	คณะกรรมการ, คณะกรรมการ	a commission, a comittee	grupo	alternativoj	prononco
level	colo	นิ้ว	an inch	grupo	alternativoj	prononco
level	admoni	ตักเตือน,ตักเตือน,ตักเตือน,ตำหนิ	to admonish, to exhort, to advice, to censure	grupo	alternativoj	prononco
level	bildkadro	กรอบรูป	a picture frame	grupo	alternativoj	prononco
level	serena	เงียบสงบสงบไม่วุ่นวาย	serene, calm, untroubled	grupo	alternativoj	prononco
level	nervo	เส้นประสาท	a nerve	grupo	alternativoj	prononco
level	kuglo	กระสุน	a bullet	grupo	alternativoj	prononco
level	pilgrimi	เพื่อไปแสวงบุญ	to go on a pilgrimage	grupo	alternativoj	prononco
level	kaso	กล่องเงินสด, กระเป๋าเงิน, กล่องใส่เงิน, หีบสมบัติ	a cash box, a purse, a money box, coffer	grupo	alternativoj	prononco
level	penti	เพื่อกลับใจ	to repent	grupo	alternativoj	prononco
level	libano	เลบานอน	Lebanon	grupo	alternativoj	prononco
level	barelo	บาร์เรล	a barrel	grupo	alternativoj	prononco
level	botaniko	พฤกษศาสตร์	botany	grupo	alternativoj	prononco
level	merkato	ตลาด	a market	grupo	alternativoj	prononco
level	koncerto	คอนเสิร์ต	a concert	grupo	alternativoj	prononco
level	projekto	โครงการ	a project	grupo	alternativoj	prononco
level	komplimento	คำชมเชย	a compliment	grupo	alternativoj	prononco
level	cirklo	วงกลม, ดิสก์	a circle, a disk	grupo	alternativoj	prononco
level	konjekti	เพื่อคาดเดาเพื่อเดา	to make a conjecture, to guess	grupo	alternativoj	prononco
level	ĵudo	ยูโด	judo	grupo	alternativoj	prononco
level	teksto	ข้อความ ข้อความ เนื้อเพลง	text, a text, a lyric	grupo	alternativoj	prononco
level	konkuri	ที่จะแข่งขันเพื่อโต้แย้ง	to compete, to contend	grupo	alternativoj	prononco
level	rezervo	สำรอง	a reserve	grupo	alternativoj	prononco
level	kabineto	ตู้	a cabinet	grupo	alternativoj	prononco
level	marĉo	บึงหนองน้ำ	a marsh, a swamp	grupo	alternativoj	prononco
level	advokato	ทนายความ ทนายความ ทนายความ	a barrister, a lawyer, an advocate	grupo	alternativoj	prononco
level	ceramiko	เซรามิกเครื่องปั้นดินเผา	ceramics, pottery	grupo	alternativoj	prononco
level	histerio	ฮิสทีเรียความตื่นเต้น	hysteria, excitement	grupo	alternativoj	prononco
level	golfo	อ่าว	a gulf	grupo	alternativoj	prononco
level	periodo	ช่วงเวลา, ช่วงเวลาหนึ่ง	period, a period	grupo	alternativoj	prononco
level	etiopo	ชาวเอธิโอเปีย	an Ethiopian	grupo	alternativoj	prononco
level	pejzaĝo	ภูมิทัศน์ทิวทัศน์	landscape, scenary	grupo	alternativoj	prononco
level	psikologo	นักจิตวิทยา	a psychologist	grupo	alternativoj	prononco
level	kverko	ต้นโอ๊ก	an oak	grupo	alternativoj	prononco
level	kaprica	ตามอำเภอใจ, เหมาะสม, แปลก	capricious, fitful, whimsical	grupo	alternativoj	prononco
level	neto	สำเนาสุดท้าย สำเนาที่ยุติธรรม	a final copy, a fair copy	grupo	alternativoj	prononco
level	kazo	คดี, เรื่อง, เรื่อง	a case, affair, matter	grupo	alternativoj	prononco
level	sveni	เป็นลมเป็นลม	to faint, to swoon	grupo	alternativoj	prononco
level	rosti	การย่าง	to roast	grupo	alternativoj	prononco
level	bazaro	ตลาดสด, ตลาด, งานแสดงสินค้า	a bazaar, a market, a fair	grupo	alternativoj	prononco
level	liberio	ไลบีเรีย	Liberia	grupo	alternativoj	prononco
level	anteno	เสาอากาศ, เสาอากาศ, เครื่องสัมผัส	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	เพื่อซ้อนทับเพื่อเคลือบ	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	ออสเตรเลีย	Australia	grupo	alternativoj	prononco
level	frakasi	พัง, แตก, ทุบ	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	ลูกค้า ลูกค้า ผู้ป่วย	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	ที่จะฮึดฮัดกรน	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	ศาสนายิว	Judaism	grupo	alternativoj	prononco
level	afikso	คำต่อท้าย	an affix	grupo	alternativoj	prononco
level	fanfaroni	อวดอ้าง	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	พริกแดง	a red pepper	grupo	alternativoj	prononco
level	probabla	น่าจะเป็นไปได้	probable, likely	grupo	alternativoj	prononco
level	segi	เพื่อดู	to saw	grupo	alternativoj	prononco
level	melankolio	ความโศกเศร้า, ความโศกเศร้า, ความเศร้าโศก	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	ปานามา	Panama	grupo	alternativoj	prononco
level	mekaniko	ช่างกล (=meĥaniko)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	โฉบเพื่อลอย	to hover, to float	grupo	alternativoj	prononco
level	latvo	ลัตเวีย	a Latvian	grupo	alternativoj	prononco
level	kateno	กุญแจมือ, เครื่องพันธนาการ, โซ่ตรวน	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	เจาะ, เจาะ	to bore, to drill	grupo	alternativoj	prononco
